user_id,episode,similarity_level,Trust_the_agent,feedback_score,prev_agent,update_agent,prev_agent_last_score,update_agent_last_score,prev_agent_mean_score,update_agent_mean_score,choice,good_choice,good_choice_last,choice_time,examples_shown,board_index,improved_from_base,improved_from_base_last,improved_from_prev_last,improved_from_prev_mean,final_agent,final_agent_score
5a5e3821acc75b00017a9158,3,4,0,2.0,AllColorsLH_0617,NoRedLH3_0612,5.9,2.7,4.42,4.62,1.0,1.0,0.0,25.0,4.0,4.0,1.0,1.0,False,True,NoRedLH3_0612,13.1
5a5e3821acc75b00017a9158,4,4,0,2.0,NoRedLH3_0612,AllColorsLH_0617,4.4,8.5,4.62,4.42,0.0,1.0,0.0,32.0,4.0,3.0,1.0,1.0,True,False,NoRedLH3_0612,13.1
5a5e3821acc75b00017a9158,5,4,0,3.0,NoRedLH3_0612,AllColorsLH_0617,6.4,-0.0,4.62,4.42,0.0,1.0,1.0,43.0,4.0,3.0,1.0,-1.0,False,False,NoRedLH3_0612,13.1
67cdb9db623de444e19e6fe6,1,4,0,1.0,AllColorsLL1_0526,OnlyBlueLL_0625,8.9,7.4,3.26,2.45,1.0,0.0,0.0,23.0,1.0,10.0,-1.0,-1.0,False,False,OnlyBlueLH_0706,11.8
67cdb9db623de444e19e6fe6,2,4,0,3.0,OnlyBlueLL_0625,NoRedLL_G_0617,4.3,4.3,2.45,4.62,0.0,0.0,1.0,20.0,1.0,6.0,1.0,-1.0,True,True,OnlyBlueLH_0706,11.8
67cdb9db623de444e19e6fe6,3,4,0,6.0,OnlyBlueLL_0625,OnlyBlueLH_0706,-0.6,3.0,2.45,4.13,1.0,1.0,1.0,18.0,1.0,2.0,1.0,1.0,True,True,OnlyBlueLH_0706,11.8
641384b3dffcf39ec42d3c23,1,3,1,2.0,AllColorsLL1_0526,OnlyBlueLL_0625,7.1,4.6,3.26,2.45,1.0,0.0,0.0,18.0,1.0,2.0,-1.0,-1.0,False,False,NoRedLH3_0612,13.1
641384b3dffcf39ec42d3c23,2,3,1,3.0,OnlyBlueLL_0625,NoRedLL_G_0617,4.7,6.5,2.45,4.62,1.0,1.0,1.0,31.0,1.0,9.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
641384b3dffcf39ec42d3c23,3,3,1,5.0,NoRedLL_G_0617,NoRedLH3_0612,4.1,4.6,4.62,4.62,1.0,1.0,1.0,14.0,1.0,3.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
641384b3dffcf39ec42d3c23,4,3,1,5.0,NoRedLH3_0612,AllColorsLH_0617,2.7,5.9,4.62,4.42,1.0,0.0,1.0,38.0,1.0,3.0,1.0,1.0,True,False,NoRedLH3_0612,13.1
641384b3dffcf39ec42d3c23,5,3,1,5.0,AllColorsLH_0617,NoRedLH3_0612,5.8,6.3,4.42,4.62,1.0,1.0,1.0,49.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
58a5cf959e040a0001399f07,1,2,1,5.0,AllColorsLL1_0526,AllColorsLH_0617,2.1,5.8,3.26,4.42,1.0,1.0,1.0,57.0,4.0,11.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
58a5cf959e040a0001399f07,2,2,1,6.0,AllColorsLH_0617,AllColorsLL1_0526,10.2,8.9,4.42,3.26,0.0,1.0,1.0,28.0,1.0,5.0,0.0,0.0,False,False,NoRedLH3_0612,13.1
58a5cf959e040a0001399f07,3,2,1,10.0,AllColorsLH_0617,NoRedLH3_0612,6.5,7.8,4.42,4.62,1.0,1.0,1.0,29.0,2.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5e3ddcf95556b204cb143eab,1,0,0,,AllColorsLL1_0526,OnlyBlueLL_0625,-8.9,-2.5,3.26,2.45,1.0,0.0,1.0,0.0,0.0,14.0,-1.0,1.0,True,False,OnlyGreenLL_0429,-5.4
5e3ddcf95556b204cb143eab,2,0,0,,OnlyBlueLL_0625,OnlyBlueLH_0706,4.8,4.8,2.45,4.13,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,True,True,OnlyGreenLL_0429,-5.4
5e3ddcf95556b204cb143eab,3,0,0,,OnlyBlueLH_0706,OnlyBlueLL_0625,3.0,-0.6,4.13,2.45,1.0,0.0,0.0,0.0,0.0,15.0,-1.0,-1.0,False,False,OnlyGreenLL_0429,-5.4
5e3ddcf95556b204cb143eab,4,0,0,,OnlyBlueLL_0625,OnlyGreenLL_0429,-1.3,2.5,2.45,-0.79,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,True,False,OnlyGreenLL_0429,-5.4
5e3ddcf95556b204cb143eab,5,0,0,,OnlyGreenLL_0429,OnlyGreenLL_0429,0.6,6.4,-0.79,5.25,1.0,1.0,1.0,0.0,0.0,18.0,1.0,1.0,True,True,OnlyGreenLL_0429,-5.4
67607e34fb2abbf20ec24851,1,0,0,,AllColorsLL1_0526,AllColorsLL2_0604,5.7,6.1,3.26,2.34,1.0,0.0,1.0,0.0,0.0,17.0,-1.0,1.0,True,False,AllColorsLH_0617,13.3
67607e34fb2abbf20ec24851,2,0,0,,AllColorsLL2_0604,AllColorsLH_0617,-2.0,-7.0,2.34,4.42,1.0,1.0,0.0,0.0,0.0,6.0,1.0,-1.0,False,True,AllColorsLH_0617,13.3
67607e34fb2abbf20ec24851,3,0,0,,AllColorsLH_0617,NoRedLH3_0612,10.2,10.6,4.42,4.62,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
67607e34fb2abbf20ec24851,4,0,0,,NoRedLH3_0612,AllColorsLH_0617,4.4,8.5,4.62,4.42,1.0,0.0,1.0,0.0,0.0,16.0,1.0,1.0,True,False,AllColorsLH_0617,13.3
67607e34fb2abbf20ec24851,5,0,0,,AllColorsLH_0617,AllColorsLH_0617,5.8,8.2,4.42,5.25,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
5a7226d9f660ae0001a9a547,1,1,0,2.0,AllColorsLL1_0526,OnlyBlueLL_0625,5.4,0.5,3.26,2.45,0.0,1.0,1.0,37.0,1.0,12.0,-1.0,-1.0,False,False,AllColorsLL1_0526,13.4
5a7226d9f660ae0001a9a547,3,1,0,3.0,AllColorsLL1_0526,AllColorsLL2_0604,5.7,6.1,3.26,2.34,1.0,0.0,1.0,15.0,1.0,17.0,-1.0,1.0,True,False,AllColorsLL1_0526,13.4
5a7226d9f660ae0001a9a547,4,1,0,5.0,AllColorsLL2_0604,AllColorsLH_0617,-2.0,-7.0,2.34,4.42,0.0,0.0,1.0,40.0,1.0,6.0,1.0,-1.0,False,True,AllColorsLL1_0526,13.4
5a7226d9f660ae0001a9a547,5,1,0,5.0,AllColorsLL2_0604,AllColorsLL1_0526,8.9,7.3,2.34,3.26,1.0,1.0,0.0,9.0,1.0,8.0,0.0,0.0,False,True,AllColorsLL1_0526,13.4
6787af1aae2fd79b72583f09,1,4,0,8.0,AllColorsLL1_0526,AllColorsLL2_0604,2.3,-8.0,3.26,2.34,1.0,0.0,0.0,14.0,1.0,12.0,-1.0,-1.0,False,False,AllColorsLH_0617,13.3
6787af1aae2fd79b72583f09,2,4,0,8.0,AllColorsLL2_0604,AllColorsLL1_0526,8.9,7.3,2.34,3.26,1.0,1.0,0.0,69.0,4.0,4.0,0.0,0.0,False,True,AllColorsLH_0617,13.3
6787af1aae2fd79b72583f09,4,4,0,21.0,AllColorsLL1_0526,AllColorsLH_0617,-2.0,-7.0,3.26,4.42,1.0,1.0,0.0,104.0,1.0,14.0,1.0,-1.0,False,True,AllColorsLH_0617,13.3
665a1158d75699007466a154,1,2,0,1.0,AllColorsLL1_0526,OnlyBlueLL_0625,1.8,-1.3,3.26,2.45,0.0,1.0,1.0,9.0,1.0,1.0,-1.0,-1.0,False,False,OnlyBlueLL_0625,4.7
665a1158d75699007466a154,2,2,0,2.0,AllColorsLL1_0526,AllColorsLL2_0604,5.4,5.4,3.26,2.34,1.0,0.0,1.0,11.0,1.0,12.0,-1.0,0.0,True,False,OnlyBlueLL_0625,4.7
665a1158d75699007466a154,3,2,0,3.0,AllColorsLL2_0604,OnlyBlueLL_0625,2.5,2.4,2.34,2.45,1.0,1.0,0.0,25.0,1.0,9.0,-1.0,-1.0,False,True,OnlyBlueLL_0625,4.7
665a1158d75699007466a154,4,2,0,4.0,OnlyBlueLL_0625,OnlyBlueLH_0706,4.6,4.6,2.45,4.13,0.0,0.0,1.0,46.0,1.0,2.0,1.0,-1.0,True,True,OnlyBlueLL_0625,4.7
665a1158d75699007466a154,5,2,0,5.0,OnlyBlueLL_0625,OnlyBlueLH_0706,4.3,4.1,2.45,4.13,0.0,0.0,1.0,8.0,1.0,18.0,1.0,-1.0,False,True,OnlyBlueLL_0625,4.7
6658b2c33d4c39023821ce21,1,1,0,3.0,AllColorsLL1_0526,AllColorsLH_0617,5.4,-3.0,3.26,4.42,0.0,0.0,1.0,41.0,4.0,13.0,1.0,-1.0,False,True,NoRedLH3_0612,13.1
6658b2c33d4c39023821ce21,2,1,0,4.0,AllColorsLL1_0526,AllColorsLH_0617,8.9,10.2,3.26,4.42,1.0,1.0,1.0,17.0,2.0,5.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
6658b2c33d4c39023821ce21,4,1,0,5.0,AllColorsLH_0617,NoRedLH3_0612,6.3,6.4,4.42,4.62,1.0,1.0,1.0,13.0,1.0,4.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5ff07b5ee7a1d23e719e421e,1,4,1,2.0,AllColorsLL1_0526,AllColorsLH_0617,1.1,3.5,3.26,4.42,1.0,1.0,1.0,36.0,1.0,4.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
6053e01a6a8e8516ba7d47a7,1,2,0,2.0,AllColorsLL1_0526,OnlyBlueLL_0625,5.4,7.1,3.26,2.45,0.0,1.0,0.0,22.0,1.0,13.0,-1.0,1.0,True,False,AllColorsLL1_0526,13.4
5fae8e8b0722ba03b781d40b,1,3,0,1.0,AllColorsLL1_0526,AllColorsLH_0617,9.3,10.2,3.26,4.42,1.0,1.0,1.0,,1.0,15.0,1.0,1.0,True,True,NoRedLH2_0618,13.3
5fae8e8b0722ba03b781d40b,2,3,0,1.0,AllColorsLH_0617,NoRedLH3_0612,3.5,-6.0,4.42,4.62,1.0,1.0,0.0,23.0,1.0,12.0,1.0,-1.0,False,True,NoRedLH2_0618,13.3
5fae8e8b0722ba03b781d40b,3,3,0,2.0,NoRedLH3_0612,NoRedLH2_0618,7.8,7.9,4.62,3.98,1.0,0.0,1.0,55.0,1.0,1.0,1.0,1.0,True,False,NoRedLH2_0618,13.3
5e51dc7483c96c2148353e25,1,3,0,1.0,AllColorsLL1_0526,AllColorsLH_0617,5.4,6.5,3.26,4.42,1.0,1.0,1.0,54.0,1.0,15.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5e51dc7483c96c2148353e25,3,3,0,2.0,AllColorsLH_0617,NoRedLH3_0612,6.3,6.4,4.42,4.62,1.0,1.0,1.0,34.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5e51dc7483c96c2148353e25,4,3,0,3.0,NoRedLH3_0612,AllColorsLH_0617,4.6,2.1,4.62,4.42,0.0,1.0,1.0,18.0,1.0,3.0,1.0,-1.0,False,False,NoRedLH3_0612,13.1
67665f7b0329bd3e30515ad2,1,0,0,,AllColorsLL1_0526,AllColorsLH_0617,3.5,8.5,3.26,4.42,1.0,1.0,1.0,0.0,0.0,16.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
67665f7b0329bd3e30515ad2,2,0,0,,AllColorsLH_0617,NoRedLH3_0612,7.8,8.7,4.42,4.62,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
67665f7b0329bd3e30515ad2,3,0,0,,NoRedLH3_0612,AllColorsLH_0617,6.5,5.4,4.62,4.42,1.0,0.0,0.0,0.0,0.0,17.0,1.0,-1.0,False,False,AllColorsLH_0617,13.3
67665f7b0329bd3e30515ad2,4,0,0,,AllColorsLH_0617,AllColorsLH_0617,8.9,8.4,4.42,5.25,1.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,False,True,AllColorsLH_0617,13.3
67a8fa10b4db1990f7372f01,1,2,1,1.0,AllColorsLL1_0526,AllColorsLH_0617,3.5,8.5,3.26,4.42,1.0,1.0,1.0,13.0,1.0,16.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
67a8fa10b4db1990f7372f01,2,2,1,1.0,AllColorsLH_0617,AllColorsLL1_0526,2.1,2.3,4.42,3.26,0.0,1.0,0.0,10.0,1.0,10.0,0.0,0.0,True,False,NoRedLH3_0612,13.1
67a8fa10b4db1990f7372f01,3,2,1,1.0,AllColorsLH_0617,AllColorsLL1_0526,6.5,5.4,4.42,3.26,0.0,1.0,1.0,6.0,1.0,12.0,0.0,0.0,False,False,NoRedLH3_0612,13.1
67a8fa10b4db1990f7372f01,5,2,1,2.0,AllColorsLH_0617,NoRedLH3_0612,10.2,11.7,4.42,4.62,1.0,1.0,1.0,10.0,1.0,3.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5f356cbffb4cea5170d04fd9@email.prolific.com,1,4,0,2.0,AllColorsLL1_0526,AllColorsLH_0617,2.7,7.8,3.26,4.42,1.0,1.0,1.0,39.0,1.0,3.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5f356cbffb4cea5170d04fd9@email.prolific.com,2,4,0,3.0,AllColorsLH_0617,NoRedLH3_0612,3.5,-6.0,4.42,4.62,1.0,1.0,0.0,29.0,1.0,4.0,1.0,-1.0,False,True,NoRedLH3_0612,13.1
5f356cbffb4cea5170d04fd9@email.prolific.com,3,4,0,4.0,NoRedLH3_0612,AllColorsLH_0617,6.4,6.3,4.62,4.42,0.0,1.0,1.0,25.0,1.0,12.0,1.0,1.0,False,False,NoRedLH3_0612,13.1
59479251f236120001ecf9a2,1,3,0,3.0,AllColorsLL1_0526,AllColorsLH_0617,3.5,8.5,3.26,4.42,1.0,1.0,1.0,21.0,1.0,15.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
59479251f236120001ecf9a2,2,3,0,4.0,AllColorsLH_0617,NoRedLH3_0612,10.2,10.6,4.42,4.62,0.0,0.0,0.0,45.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
59479251f236120001ecf9a2,3,3,0,4.0,AllColorsLH_0617,AllColorsLL1_0526,5.8,2.1,4.42,3.26,0.0,1.0,1.0,163.0,1.0,4.0,0.0,0.0,False,False,NoRedLH3_0612,13.1
59479251f236120001ecf9a2,4,3,0,4.0,AllColorsLH_0617,NoRedLH3_0612,3.5,-6.0,4.42,4.62,1.0,1.0,0.0,33.0,4.0,12.0,1.0,-1.0,False,True,NoRedLH3_0612,13.1
59e7232f24d7bf00012f112e,2,0,1,,AllColorsLL1_0526,AllColorsLH_0617,9.3,10.2,3.26,4.42,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
59e7232f24d7bf00012f112e,4,0,1,,AllColorsLH_0617,AllColorsLH_0617,5.4,6.5,4.42,5.25,1.0,1.0,1.0,0.0,0.0,17.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
67a96562e2b052e6c15ed963,1,2,0,4.0,AllColorsLL1_0526,AllColorsLL2_0604,-8.9,-6.0,3.26,2.34,1.0,0.0,1.0,13.0,1.0,8.0,-1.0,1.0,True,False,NoRedLH3_0612,13.1
67a96562e2b052e6c15ed963,2,2,0,9.0,AllColorsLL2_0604,AllColorsLH_0617,2.1,5.8,2.34,4.42,1.0,1.0,1.0,11.0,1.0,11.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
67a96562e2b052e6c15ed963,3,2,0,12.0,AllColorsLH_0617,OnlyBlueLH_0706,6.5,3.5,4.42,4.13,0.0,1.0,1.0,8.0,1.0,12.0,1.0,-1.0,False,False,NoRedLH3_0612,13.1
67a96562e2b052e6c15ed963,4,2,0,14.0,AllColorsLH_0617,NoRedLH3_0612,2.1,4.6,4.42,4.62,1.0,1.0,1.0,13.0,1.0,10.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
67a96562e2b052e6c15ed963,5,2,0,14.0,NoRedLH3_0612,NoRedLH1_0612,4.4,5.0,4.62,5.25,0.0,0.0,0.0,8.0,1.0,16.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5ff4ebaadd8cf1c332708eea,1,1,0,2.0,AllColorsLL1_0526,AllColorsLH_0617,8.9,10.2,3.26,4.42,1.0,1.0,1.0,24.0,1.0,5.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5ff4ebaadd8cf1c332708eea,2,1,0,2.0,AllColorsLH_0617,AllColorsLL1_0526,2.1,2.3,4.42,3.26,0.0,1.0,0.0,34.0,3.0,10.0,0.0,0.0,True,False,NoRedLH3_0612,13.1
5ff4ebaadd8cf1c332708eea,3,1,0,4.0,AllColorsLH_0617,NoRedLH3_0612,10.2,11.7,4.42,4.62,1.0,1.0,1.0,16.0,1.0,3.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5ff4ebaadd8cf1c332708eea,4,1,0,4.0,NoRedLH3_0612,NoRedLH1_0612,4.4,5.0,4.62,5.25,1.0,1.0,1.0,33.0,4.0,16.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5ff4ebaadd8cf1c332708eea,5,1,0,5.0,NoRedLH1_0612,NoRedLH3_0612,4.5,6.1,5.25,4.62,1.0,0.0,1.0,15.0,1.0,6.0,1.0,1.0,True,False,NoRedLH3_0612,13.1
664df024c7ce709382bea0ed,1,3,1,4.0,AllColorsLL1_0526,AllColorsLH_0617,2.1,5.8,3.26,4.42,1.0,1.0,1.0,23.0,1.0,15.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
664df024c7ce709382bea0ed,4,3,1,7.0,AllColorsLH_0617,NoRedLH3_0612,6.5,7.8,4.42,4.62,1.0,1.0,1.0,9.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5b97f70161c19e00018db4a8,1,4,0,2.0,AllColorsLL1_0526,AllColorsLH_0617,8.9,10.2,3.26,4.42,1.0,1.0,1.0,69.0,3.0,15.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5b97f70161c19e00018db4a8,2,4,0,4.0,AllColorsLH_0617,NoRedLH3_0612,1.6,-4.0,4.42,4.62,1.0,1.0,0.0,60.0,2.0,10.0,1.0,1.0,False,True,NoRedLH3_0612,13.1
5b97f70161c19e00018db4a8,4,4,0,5.0,NoRedLH3_0612,AllColorsLH_0617,4.6,2.1,4.62,4.42,0.0,1.0,1.0,98.0,2.0,12.0,1.0,-1.0,False,False,NoRedLH3_0612,13.1
67d98fdc3119bc87d2012ac3,2,4,1,6.0,AllColorsLL1_0526,AllColorsLL1_0526,4.3,4.3,3.26,3.26,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,True,True,AllColorsLL1_0526,13.4
67d98fdc3119bc87d2012ac3,3,4,1,7.0,AllColorsLL1_0526,OnlyBlueLL_0625,7.3,8.6,3.26,2.45,0.0,1.0,0.0,84.0,1.0,10.0,-1.0,1.0,True,False,AllColorsLL1_0526,13.4
67d98fdc3119bc87d2012ac3,4,4,1,7.0,AllColorsLL1_0526,AllColorsLL2_0604,5.4,5.4,3.26,2.34,1.0,0.0,1.0,120.0,2.0,15.0,-1.0,0.0,True,False,AllColorsLL1_0526,13.4
67d98fdc3119bc87d2012ac3,5,4,1,11.0,AllColorsLL2_0604,AllColorsLL1_0526,9.1,8.9,2.34,3.26,1.0,1.0,0.0,162.0,1.0,3.0,0.0,0.0,False,True,AllColorsLL1_0526,13.4
5d55d43e25dd4c00174122dc,1,2,0,2.0,AllColorsLL1_0526,AllColorsLH_0617,3.5,8.5,3.26,4.42,1.0,1.0,1.0,15.0,1.0,16.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
5d55d43e25dd4c00174122dc,2,2,0,3.0,AllColorsLH_0617,AllColorsLL1_0526,6.3,4.3,4.42,3.26,1.0,0.0,0.0,24.0,1.0,4.0,0.0,0.0,False,False,AllColorsLH_0617,13.3
5d55d43e25dd4c00174122dc,3,2,0,4.0,AllColorsLL1_0526,AllColorsLL2_0604,-8.9,-6.0,3.26,2.34,1.0,0.0,1.0,30.0,1.0,14.0,-1.0,1.0,True,False,AllColorsLH_0617,13.3
5d55d43e25dd4c00174122dc,5,2,0,5.0,AllColorsLL2_0604,AllColorsLH_0617,4.6,10.2,2.34,4.42,1.0,1.0,1.0,20.0,1.0,3.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
67e0870d582edce0a2764d1f,1,3,1,5.0,AllColorsLL1_0526,AllColorsLH_0617,-2.0,-7.0,3.26,4.42,1.0,1.0,0.0,38.0,1.0,15.0,1.0,-1.0,False,True,NoRedLH3_0612,13.1
67e0870d582edce0a2764d1f,2,3,1,6.0,AllColorsLH_0617,NoRedLH3_0612,6.3,6.4,4.42,4.62,1.0,1.0,1.0,28.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
6765e3e630aa57d5175dce36,1,1,0,4.0,AllColorsLL1_0526,AllColorsLH_0617,3.5,8.5,3.26,4.42,1.0,1.0,1.0,30.0,1.0,16.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
6765e3e630aa57d5175dce36,2,1,0,8.0,AllColorsLH_0617,NoRedLH3_0612,5.4,6.5,4.42,4.62,1.0,1.0,1.0,11.0,1.0,17.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
6605b86838c8ba1440cd547c,1,4,1,1.0,AllColorsLL1_0526,AllColorsLL2_0604,5.4,10.7,3.26,2.34,1.0,0.0,1.0,32.0,2.0,4.0,-1.0,1.0,True,False,OnlyBlueLH_0706,11.8
6605b86838c8ba1440cd547c,2,4,1,2.0,AllColorsLL2_0604,AllColorsLH_0617,4.3,6.3,2.34,4.42,1.0,1.0,1.0,11.0,1.0,9.0,1.0,1.0,True,True,OnlyBlueLH_0706,11.8
6605b86838c8ba1440cd547c,3,4,1,2.0,AllColorsLH_0617,NoRedLH3_0612,2.1,4.6,4.42,4.62,0.0,0.0,0.0,18.0,1.0,12.0,1.0,1.0,True,True,OnlyBlueLH_0706,11.8
6605b86838c8ba1440cd547c,5,4,1,2.0,AllColorsLH_0617,OnlyBlueLH_0706,8.5,1.6,4.42,4.13,1.0,0.0,0.0,12.0,1.0,12.0,1.0,-1.0,False,False,OnlyBlueLH_0706,11.8
642ef01a04c9f327767cde23,1,1,0,2.0,AllColorsLL1_0526,OnlyBlueLL_0625,5.7,-5.0,3.26,2.45,1.0,0.0,0.0,16.0,1.0,17.0,-1.0,-1.0,False,False,NoRedLH3_0612,13.1
642ef01a04c9f327767cde23,2,1,0,4.0,OnlyBlueLL_0625,OnlyBlueLH_0706,4.3,4.1,2.45,4.13,1.0,1.0,0.0,28.0,3.0,18.0,1.0,-1.0,False,True,NoRedLH3_0612,13.1
642ef01a04c9f327767cde23,3,1,0,4.0,OnlyBlueLH_0706,AllColorsLH_0617,8.6,8.9,4.13,4.42,1.0,1.0,1.0,15.0,1.0,8.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
642ef01a04c9f327767cde23,4,1,0,4.0,AllColorsLH_0617,NoRedLH3_0612,6.3,6.4,4.42,4.62,0.0,0.0,0.0,33.0,4.0,4.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
642ef01a04c9f327767cde23,5,1,0,5.0,AllColorsLH_0617,NoRedLH3_0612,6.5,7.8,4.42,4.62,1.0,1.0,1.0,9.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
609551c1ade88f8463666fb8,1,0,1,,AllColorsLL1_0526,AllColorsLH_0617,-2.0,-7.0,3.26,4.42,1.0,1.0,0.0,0.0,0.0,6.0,1.0,-1.0,False,True,AllColorsLH_0617,13.3
609551c1ade88f8463666fb8,2,0,1,,AllColorsLH_0617,AllColorsLH_0617,7.8,7.9,4.42,5.25,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
631623dc8a64a7f2d743deac,1,1,0,0.0,AllColorsLL1_0526,OnlyBlueLL_0625,7.3,8.6,3.26,2.45,1.0,0.0,1.0,22.0,1.0,8.0,-1.0,1.0,True,False,NoRedLH2_0618,13.3
631623dc8a64a7f2d743deac,2,1,0,1.0,OnlyBlueLL_0625,NoRedLL_G_0617,-2.5,-7.0,2.45,4.62,1.0,1.0,0.0,29.0,3.0,14.0,1.0,1.0,False,True,NoRedLH2_0618,13.3
631623dc8a64a7f2d743deac,4,1,0,3.0,NoRedLL_G_0617,NoRedLL_0616,8.9,7.2,4.62,5.0,1.0,1.0,0.0,15.0,1.0,5.0,1.0,-1.0,False,True,NoRedLH2_0618,13.3
631623dc8a64a7f2d743deac,5,1,0,4.0,NoRedLL_0616,NoRedLH2_0618,2.5,6.1,5.0,3.98,1.0,0.0,1.0,35.0,1.0,6.0,1.0,1.0,True,False,NoRedLH2_0618,13.3
5875778b5c17910001ea4f35,1,2,0,2.0,AllColorsLL1_0526,AllColorsLH_0617,4.3,6.3,3.26,4.42,1.0,1.0,1.0,32.0,1.0,4.0,1.0,1.0,True,True,NoRedLH2_0618,13.3
5875778b5c17910001ea4f35,2,2,0,3.0,AllColorsLH_0617,NoRedLH3_0612,7.8,8.7,4.42,4.62,1.0,1.0,1.0,38.0,1.0,2.0,1.0,1.0,True,True,NoRedLH2_0618,13.3
5875778b5c17910001ea4f35,3,2,0,4.0,NoRedLH3_0612,AllColorsLH_0617,6.3,5.8,4.62,4.42,0.0,1.0,1.0,23.0,1.0,11.0,1.0,1.0,False,False,NoRedLH2_0618,13.3
5875778b5c17910001ea4f35,4,2,0,5.0,NoRedLH3_0612,NoRedLH2_0618,10.6,11.1,4.62,3.98,1.0,0.0,1.0,24.0,1.0,5.0,1.0,1.0,True,False,NoRedLH2_0618,13.3
5875778b5c17910001ea4f35,5,2,0,5.0,NoRedLH2_0618,OnlyBlueLH_0706,7.9,8.1,3.98,4.13,0.0,0.0,0.0,18.0,1.0,9.0,1.0,1.0,True,True,NoRedLH2_0618,13.3
65651805d1afb42ba1a55476,1,2,0,2.0,AllColorsLL1_0526,AllColorsLH_0617,9.3,10.2,3.26,4.42,1.0,1.0,1.0,58.0,2.0,3.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
65651805d1afb42ba1a55476,2,2,0,6.0,AllColorsLH_0617,OnlyBlueLH_0706,2.1,7.7,4.42,4.13,1.0,0.0,1.0,28.0,1.0,10.0,1.0,1.0,True,False,NoRedLH3_0612,13.1
65651805d1afb42ba1a55476,3,2,0,7.0,OnlyBlueLH_0706,NoRedLH3_0612,8.1,7.8,4.13,4.62,0.0,0.0,1.0,25.0,1.0,9.0,1.0,1.0,False,True,NoRedLH3_0612,13.1
65651805d1afb42ba1a55476,4,2,0,7.0,OnlyBlueLH_0706,NoRedLH3_0612,4.8,6.3,4.13,4.62,1.0,1.0,1.0,25.0,1.0,11.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
65651805d1afb42ba1a55476,5,2,0,7.0,NoRedLH3_0612,AllColorsLH_0617,7.8,6.5,4.62,4.42,0.0,1.0,1.0,62.0,1.0,12.0,1.0,1.0,False,False,NoRedLH3_0612,13.1
66b3baa4900bec0442ea4647,1,0,1,,AllColorsLL1_0526,AllColorsLH_0617,9.3,10.2,3.26,4.42,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
66b3baa4900bec0442ea4647,3,0,1,,AllColorsLH_0617,NoRedLH3_0612,10.2,10.6,4.42,4.62,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
