user_id,episode,group,trust_the_agent,prev_agent,updated_agent,prev_agent_mean_score,update_agent_mean_score,prev_agent_feedback_score,updated_agent_feedback_score,choice_to_update,correct_choice_generalized,correct_choice_feedback,choice_time,improved_from_prev_feedback,improved_from_prev_mean
616446c54ec10a56f2070911,1,Same,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,8.2,11.9,1,1,1,47.0,True,True
616446c54ec10a56f2070911,2,Same,0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,6.1,9.5,1,0,1,26.0,True,False
616446c54ec10a56f2070911,5,Same,0,OnlyBlueLH_0706,OnlyBlueLL_0625,8.84,7.49,7.4,4.7,0,1,1,147.0,False,False
67237e8fe4d32fbb53aabc67,1,Random,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,8.2,11.9,1,1,1,19.0,True,True
67237e8fe4d32fbb53aabc67,2,Random,1,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.3,7.7,1,0,0,40.0,False,False
67237e8fe4d32fbb53aabc67,4,Random,1,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,11.1,14.4,1,1,1,12.0,True,True
67237e8fe4d32fbb53aabc67,5,Random,1,NoRedLH1_0612,OnlyBlueLH_0706,10.87,8.84,13.4,11.5,0,1,1,20.0,False,False
6413a8ae4d8739dd77933117,1,Same,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,5.6,-3.4,0,1,1,17.0,False,False
6413a8ae4d8739dd77933117,2,Same,0,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,4.4,10.4,0,0,0,13.0,True,True
6413a8ae4d8739dd77933117,4,Same,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.3,9.1,1,1,1,12.0,True,True
614e848825ae648282115670,1,Same,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.4,10.4,1,1,1,113.0,True,True
614e848825ae648282115670,2,Same,1,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,11.6,8.2,0,1,1,46.0,False,False
614e848825ae648282115670,3,Same,1,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,8.6,12.2,1,1,1,66.0,True,True
66c4f3cb14cbfc4db836bd4e,1,Same,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,9.3,7.0,1,0,0,72.0,False,False
66c4f3cb14cbfc4db836bd4e,3,Same,0,OnlyGreenLL_0429,AllColorsLL1_0526,1.88,6.48,5.6,8.2,0,0,0,17.0,True,True
56b78f11e77ebe000cbefe79,1,Random,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.9,7.2,1,1,1,42.0,True,True
56b78f11e77ebe000cbefe79,3,Random,1,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.1,8.6,0,1,1,91.0,False,False
56b78f11e77ebe000cbefe79,5,Random,1,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,13.2,11.1,1,0,0,69.0,False,False
6065f9d75bd3321f0bafa750,1,Control,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,8.0,8.4,1,0,1,0.0,True,False
6065f9d75bd3321f0bafa750,2,Control,0,OnlyGreenLL_0429,AllColorsLL1_0526,1.88,6.48,4.5,11.9,1,1,1,0.0,True,True
6065f9d75bd3321f0bafa750,4,Control,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.3,8.6,1,1,1,0.0,True,True
6065f9d75bd3321f0bafa750,5,Control,0,OnlyBlueLH_0706,OnlyBlueLH_0706,8.84,9.39,11.4,11.4,1,1,1,0.0,True,True
6595d2e18750476cd41774f6,1,Control,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.3,8.6,1,1,1,0.0,True,True
5c849a40a869d400179ab427,1,Random,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.4,11.1,1,1,1,26.0,True,True
5c849a40a869d400179ab427,2,Random,0,OnlyBlueLH_0706,OnlyBlueLL_0625,8.84,7.49,7.4,4.7,0,1,1,24.0,False,False
5c849a40a869d400179ab427,4,Random,0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,8.6,12.2,0,0,0,42.0,True,True
5d542c3a5af5900019bc80c4,1,Random,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,3.7,11.4,0,0,0,62.0,True,True
5d542c3a5af5900019bc80c4,2,Random,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,7.6,7.6,1,1,1,26.0,True,True
5d542c3a5af5900019bc80c4,3,Random,0,OnlyBlueLH_0706,OnlyBlueLL_0625,8.84,7.49,10.4,10.4,0,1,1,35.0,True,False
5d542c3a5af5900019bc80c4,4,Random,0,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,11.6,8.2,0,1,1,42.0,False,False
5d542c3a5af5900019bc80c4,5,Random,0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.6,7.8,0,0,0,28.0,True,True
5c2b9ce5b337310001996c05,1,Same,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,10.9,7.3,0,1,1,30.0,False,False
5c2b9ce5b337310001996c05,2,Same,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,2.9,5.7,1,1,1,16.0,True,True
5c2b9ce5b337310001996c05,4,Same,0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.1,8.6,1,0,0,22.0,False,False
5c2b9ce5b337310001996c05,5,Same,0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,11.4,11.4,1,1,1,15.0,True,True
60b3950b9a1de417d37bb8d2,1,Salient-Contrast,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,6.7,9.3,1,1,1,23.0,True,True
60b3950b9a1de417d37bb8d2,2,Salient-Contrast,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,10.9,13.4,1,1,1,16.0,True,True
60b3950b9a1de417d37bb8d2,5,Salient-Contrast,1,NoRedLH1_0612,AllColorsLH_0617,10.87,9.39,10.2,9.8,1,0,0,40.0,False,False
59142b45ef024b0001c54c33,1,Control,1,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,4.3,5.7,1,0,1,0.0,True,False
59142b45ef024b0001c54c33,2,Control,1,OnlyGreenLL_0429,OnlyBlueLL_0625,1.88,7.49,5.6,11.6,1,1,1,0.0,True,True
59142b45ef024b0001c54c33,3,Control,1,OnlyBlueLL_0625,AllColorsLH_0617,7.49,9.39,7.7,9.3,1,1,1,0.0,True,True
59142b45ef024b0001c54c33,4,Control,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,5.7,9.1,1,1,1,0.0,True,True
6777f3e9760d3844217b5ea8,1,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,3.7,11.0,1,1,1,0.0,True,True
6777f3e9760d3844217b5ea8,2,Control,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.3,9.7,1,1,1,0.0,True,True
6777f3e9760d3844217b5ea8,3,Control,0,NoRedLH1_0612,AllColorsLH_0617,10.87,9.39,9.9,11.0,1,0,1,0.0,True,False
6777f3e9760d3844217b5ea8,4,Control,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,7.8,9.1,1,1,1,0.0,True,True
66a90c2263a2823be078178e,1,Random,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,8.0,6.5,1,1,0,54.0,False,True
66a90c2263a2823be078178e,2,Random,1,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,11.4,11.4,0,0,1,47.0,True,True
66a90c2263a2823be078178e,3,Random,1,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,11.5,13.4,0,0,0,51.0,True,True
66a90c2263a2823be078178e,4,Random,1,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.6,8.9,0,0,0,38.0,True,True
66a90c2263a2823be078178e,5,Random,1,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,3.8,5.7,1,1,1,29.0,True,True
6630fcae418bde6a9e7c3b47,1,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,9.3,8.9,1,1,0,0.0,False,True
6630fcae418bde6a9e7c3b47,2,Control,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.4,13.0,1,1,1,0.0,True,True
6630fcae418bde6a9e7c3b47,3,Control,0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,9.7,9.7,1,0,1,0.0,True,False
6630fcae418bde6a9e7c3b47,4,Control,0,OnlyBlueLL_0625,AllColorsLH_0617,7.49,9.39,2.7,7.8,1,1,1,0.0,True,True
6630fcae418bde6a9e7c3b47,5,Control,0,AllColorsLH_0617,AllColorsLH_0617,9.39,10.87,9.3,9.5,1,1,1,0.0,True,True
59bc25620ac77f0001f05574,1,Same,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,5.6,11.4,1,1,1,45.0,True,True
66799043863669170269eedf,1,Salient-Contrast,1,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,8.2,11.6,0,0,0,29.0,True,True
66799043863669170269eedf,2,Salient-Contrast,1,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,4.9,7.8,1,1,1,31.0,True,True
66799043863669170269eedf,3,Salient-Contrast,1,OnlyBlueLL_0625,AllColorsLH_0617,7.49,9.39,10.4,13.2,1,1,1,20.0,True,True
66799043863669170269eedf,4,Salient-Contrast,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.3,9.5,1,1,1,25.0,True,True
67aa34015d2def3278e3ee41,2,Same,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,11.9,15.1,1,1,1,13.0,True,True
60fd310fff5b2600c9d95554,1,Random,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,7.6,7.6,1,1,1,77.0,True,True
60fd310fff5b2600c9d95554,2,Random,0,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,11.5,10.9,0,1,1,46.0,False,False
60fd310fff5b2600c9d95554,3,Random,0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.6,7.8,1,1,1,72.0,True,True
60fd310fff5b2600c9d95554,4,Random,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.4,13.0,1,1,1,52.0,True,True
66a63df6388e9adeb75e857d,1,Salient-Contrast,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.4,10.4,1,1,1,21.0,True,True
66a63df6388e9adeb75e857d,2,Salient-Contrast,1,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,12.8,11.9,0,1,1,46.0,False,False
66a63df6388e9adeb75e857d,3,Salient-Contrast,1,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.4,9.8,1,1,1,29.0,True,True
66a63df6388e9adeb75e857d,4,Salient-Contrast,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,7.8,9.3,1,1,1,43.0,True,True
6747603ffa5c374fa8cfbe30,2,Same,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,8.2,11.6,1,1,1,53.0,True,True
66894af85d486bf277cfa44b,1,Same,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,8.0,8.4,1,0,1,38.0,True,False
66894af85d486bf277cfa44b,2,Same,0,OnlyGreenLL_0429,AllColorsLH_0617,1.88,9.39,-8.6,11.0,1,1,1,23.0,True,True
66894af85d486bf277cfa44b,3,Same,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.3,9.7,1,1,1,34.0,True,True
66894af85d486bf277cfa44b,4,Same,0,NoRedLH1_0612,AllColorsLL1_0526,10.87,6.48,9.1,7.6,0,1,1,26.0,False,False
66894af85d486bf277cfa44b,5,Same,0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,13.4,14.1,1,0,1,34.0,True,False
5e7d2f16e863ba0d96dc610f,1,Same,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,7.6,7.6,1,1,1,60.0,True,True
5e7d2f16e863ba0d96dc610f,2,Same,0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.6,7.8,1,1,1,43.0,True,True
5e7d2f16e863ba0d96dc610f,3,Same,0,AllColorsLH_0617,OnlyBlueLL_0625,9.39,7.49,6.1,7.5,1,0,1,37.0,True,False
5e7d2f16e863ba0d96dc610f,5,Same,0,OnlyBlueLL_0625,AllColorsLH_0617,7.49,9.39,7.7,9.3,1,1,1,36.0,True,True
5bb62f1a3e969700019bd44d,1,Same,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.9,11.5,1,1,1,32.0,True,True
5bb62f1a3e969700019bd44d,3,Same,0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.7,9.3,1,1,1,66.0,True,True
5bb62f1a3e969700019bd44d,5,Same,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,10.8,14.7,1,1,1,19.0,True,True
5f98099d48060d0450394002,1,Salient-Contrast,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,11.9,15.1,1,1,1,21.0,True,True
5f98099d48060d0450394002,2,Salient-Contrast,0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.1,8.6,1,0,0,12.0,False,False
5e1b795dc799223a3b447ada,1,Same,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.4,11.1,1,1,1,8.0,True,True
6763911a202c7db0ad8d5790,1,Random,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,5.6,11.4,1,1,1,29.0,True,True
6763911a202c7db0ad8d5790,2,Random,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.0,11.4,0,0,0,13.0,True,True
6763911a202c7db0ad8d5790,5,Random,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.8,10.2,1,1,1,29.0,True,True
663e1aba0afad079dae41953,1,Control,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,11.9,15.1,1,1,1,0.0,True,True
663e1aba0afad079dae41953,2,Control,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.0,11.4,1,1,1,0.0,True,True
559b8c79fdf99b5ae13fd3d1,1,Salient-Contrast,1,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,8.0,8.4,0,1,0,26.0,True,False
559b8c79fdf99b5ae13fd3d1,2,Salient-Contrast,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,7.3,9.3,1,1,1,19.0,True,True
559b8c79fdf99b5ae13fd3d1,4,Salient-Contrast,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.9,12.8,0,0,0,19.0,True,True
634d7250f674c11a71d1b88e,1,Random,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,8.0,8.4,0,1,0,66.0,True,False
634d7250f674c11a71d1b88e,2,Random,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,8.2,11.9,1,1,1,16.0,True,True
634d7250f674c11a71d1b88e,3,Random,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,5.7,9.1,1,1,1,21.0,True,True
634d7250f674c11a71d1b88e,5,Random,0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,12.2,10.2,0,1,1,20.0,False,False
5e38397719e44f0244389781,1,Control,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,8.2,-0.5,1,0,0,0.0,False,False
5e38397719e44f0244389781,2,Control,0,OnlyGreenLL_0429,AllColorsLH_0617,1.88,9.39,7.0,8.9,1,1,1,0.0,True,True
5e38397719e44f0244389781,3,Control,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,13.2,14.4,1,1,1,0.0,True,True
5e38397719e44f0244389781,4,Control,0,NoRedLH1_0612,AllColorsLH_0617,10.87,9.39,10.2,9.8,1,0,0,0.0,False,False
5e38397719e44f0244389781,5,Control,0,AllColorsLH_0617,AllColorsLH_0617,9.39,8.84,9.1,8.6,1,0,0,0.0,False,False
5d41925ef7b99500012b960e,1,Random,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,9.3,8.9,1,1,0,27.0,False,True
5d41925ef7b99500012b960e,2,Random,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,10.9,13.4,0,0,0,49.0,True,True
5d41925ef7b99500012b960e,4,Random,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.3,9.5,0,0,0,30.0,True,True
5d41925ef7b99500012b960e,5,Random,0,AllColorsLH_0617,OnlyBlueLL_0625,9.39,7.49,9.3,9.7,0,1,0,10.0,True,False
67e6e99634be5e57bbd2553f,2,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,11.9,15.1,1,1,1,0.0,True,True
67e6e99634be5e57bbd2553f,5,Control,0,AllColorsLH_0617,AllColorsLH_0617,9.39,6.48,5.7,2.9,1,0,0,0.0,False,False
68423451060859f8ce31ee5a,2,Salient-Contrast,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,7.3,-11.0,1,0,0,58.0,False,False
68423451060859f8ce31ee5a,3,Salient-Contrast,0,OnlyGreenLL_0429,AllColorsLH_0617,1.88,9.39,7.0,8.9,1,1,1,40.0,True,True
68423451060859f8ce31ee5a,4,Salient-Contrast,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.3,9.7,0,0,0,22.0,True,True
5f720be956c0ef0dc307426f,1,Same,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.4,11.1,1,1,1,9.0,True,True
5f720be956c0ef0dc307426f,2,Same,0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.6,7.8,1,1,1,13.0,True,True
5f720be956c0ef0dc307426f,3,Same,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,10.9,13.4,1,1,1,16.0,True,True
63af557b3d4f219c3226b7d6,1,Salient-Contrast,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,10.9,7.3,1,0,0,28.0,False,False
63af557b3d4f219c3226b7d6,2,Salient-Contrast,0,OnlyGreenLL_0429,OnlyBlueLL_0625,1.88,7.49,7.5,3.6,1,1,0,24.0,False,True
63af557b3d4f219c3226b7d6,4,Salient-Contrast,0,OnlyBlueLL_0625,AllColorsLH_0617,7.49,9.39,7.5,6.1,1,1,0,20.0,False,True
63af557b3d4f219c3226b7d6,5,Salient-Contrast,0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.8,7.4,0,1,1,47.0,False,False
5f2f8574ff256b37b1970220,1,Same,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,7.6,10.8,1,1,1,88.0,True,True
5f2f8574ff256b37b1970220,2,Same,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.4,13.0,1,1,1,63.0,True,True
5f2f8574ff256b37b1970220,4,Same,0,NoRedLH1_0612,AllColorsLH_0617,10.87,9.39,9.9,11.0,1,0,1,54.0,True,False
5f2f8574ff256b37b1970220,5,Same,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,7.8,9.3,1,1,1,86.0,True,True
5978f6f009bdcf000153f43d,1,Random,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,6.7,9.7,1,1,1,29.0,True,True
5978f6f009bdcf000153f43d,3,Random,0,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,12.8,7.6,1,0,0,18.0,False,False
5978f6f009bdcf000153f43d,4,Random,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.9,7.8,1,1,1,14.0,True,True
5978f6f009bdcf000153f43d,5,Random,0,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,10.4,10.4,0,1,1,25.0,True,False
61705235c277934df17055e6,1,Random,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,3.7,11.0,0,0,0,12.0,True,True
61705235c277934df17055e6,4,Random,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.3,8.6,1,1,1,55.0,True,True
615838a2d65d6be56cc96091,2,Salient-Contrast,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.3,9.1,1,1,1,21.0,True,True
615838a2d65d6be56cc96091,4,Salient-Contrast,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.4,13.0,0,0,0,21.0,True,True
671fe3978b9b0b5d4b9a1265,1,Control,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,7.6,12.8,1,1,1,0.0,True,True
671fe3978b9b0b5d4b9a1265,2,Control,0,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,3.8,2.9,1,0,0,0.0,False,False
671fe3978b9b0b5d4b9a1265,3,Control,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,3.7,11.4,1,1,1,0.0,True,True
671fe3978b9b0b5d4b9a1265,4,Control,0,OnlyBlueLH_0706,OnlyBlueLL_0625,8.84,7.49,11.6,11.6,1,0,1,0.0,True,False
671fe3978b9b0b5d4b9a1265,5,Control,0,OnlyBlueLL_0625,OnlyBlueLL_0625,7.49,8.84,7.6,7.6,1,1,1,0.0,True,True
5ee5defbfe74a3000d106f51,1,Random,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,10.9,7.3,1,0,0,24.0,False,False
5ee5defbfe74a3000d106f51,3,Random,0,OnlyGreenLL_0429,OnlyBlueLL_0625,1.88,7.49,7.0,7.6,1,1,1,8.0,True,True
5ee5defbfe74a3000d106f51,5,Random,0,OnlyBlueLL_0625,OnlyBlueLH_0706,7.49,8.84,10.4,11.1,0,0,0,9.0,True,True
669eba3ad8d7d49177bc50d0,1,Random,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,8.2,5.6,0,1,1,49.0,False,False
669eba3ad8d7d49177bc50d0,2,Random,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,9.3,7.0,1,0,0,27.0,False,False
669eba3ad8d7d49177bc50d0,3,Random,0,OnlyGreenLL_0429,AllColorsLH_0617,1.88,9.39,7.5,10.8,1,1,1,28.0,True,True
669eba3ad8d7d49177bc50d0,4,Random,0,AllColorsLH_0617,OnlyBlueLL_0625,9.39,7.49,7.2,7.8,1,0,1,13.0,True,False
669eba3ad8d7d49177bc50d0,5,Random,0,OnlyBlueLL_0625,AllColorsLL1_0526,7.49,6.48,7.7,7.3,0,1,1,22.0,False,False
5e5a96f5a2f2c528edf70f6e,1,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,11.9,15.1,1,1,1,0.0,True,True
5e5a96f5a2f2c528edf70f6e,2,Control,0,AllColorsLH_0617,OnlyBlueLL_0625,9.39,7.49,7.2,7.8,1,0,1,0.0,True,False
5e5a96f5a2f2c528edf70f6e,3,Control,0,OnlyBlueLL_0625,OnlyGreenLL_0429,7.49,1.88,11.6,5.6,1,0,0,0.0,False,False
5e5a96f5a2f2c528edf70f6e,4,Control,0,OnlyGreenLL_0429,AllColorsLH_0617,1.88,9.39,7.0,8.9,1,1,1,0.0,True,True
5e5a96f5a2f2c528edf70f6e,5,Control,0,AllColorsLH_0617,AllColorsLH_0617,9.39,10.87,11.4,13.0,1,1,1,0.0,True,True
6544fd514964fea23051c3b7,1,Random,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,7.3,9.3,1,1,1,27.0,True,True
6544fd514964fea23051c3b7,3,Random,0,AllColorsLH_0617,OnlyBlueLL_0625,9.39,7.49,9.8,4.7,1,0,0,7.0,False,False
6544fd514964fea23051c3b7,5,Random,0,OnlyBlueLL_0625,AllColorsLL1_0526,7.49,6.48,10.2,4.3,1,0,0,8.0,False,False
6730f965beb7513190d2be93,1,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,3.5,6.1,1,1,1,0.0,True,True
6730f965beb7513190d2be93,2,Control,0,AllColorsLH_0617,AllColorsLL1_0526,9.39,6.48,10.8,7.6,1,0,0,0.0,False,False
6730f965beb7513190d2be93,3,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.4,13.2,1,1,1,0.0,True,True
6730f965beb7513190d2be93,4,Control,0,AllColorsLH_0617,AllColorsLL1_0526,9.39,6.48,5.7,2.9,1,0,0,0.0,False,False
58954e2dc88c680001dd4b7e,1,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.9,7.2,1,1,1,0.0,True,True
58954e2dc88c680001dd4b7e,2,Control,0,AllColorsLH_0617,AllColorsLL1_0526,9.39,6.48,11.4,5.6,1,0,0,0.0,False,False
58954e2dc88c680001dd4b7e,3,Control,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,4.3,5.7,1,0,1,0.0,True,False
58954e2dc88c680001dd4b7e,4,Control,0,OnlyGreenLL_0429,OnlyBlueLH_0706,1.88,8.84,4.4,7.4,1,1,1,0.0,True,True
58954e2dc88c680001dd4b7e,5,Control,0,OnlyBlueLH_0706,OnlyBlueLH_0706,8.84,6.48,7.6,9.3,1,0,1,0.0,True,False
67e48fe0292eb135e6a513d8,1,Salient-Contrast,1,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,9.3,7.0,1,0,0,133.0,False,False
67e48fe0292eb135e6a513d8,2,Salient-Contrast,1,OnlyGreenLL_0429,AllColorsLH_0617,1.88,9.39,2.5,5.7,1,1,1,114.0,True,True
67e48fe0292eb135e6a513d8,3,Salient-Contrast,1,AllColorsLH_0617,OnlyBlueLL_0625,9.39,7.49,9.3,9.7,0,1,0,109.0,True,False
67e48fe0292eb135e6a513d8,4,Salient-Contrast,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.0,11.4,1,1,1,48.0,True,True
5da09f733c3367001a72dec6,1,Random,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,7.3,-11.0,1,0,0,42.0,False,False
5da09f733c3367001a72dec6,2,Random,0,OnlyGreenLL_0429,OnlyBlueLL_0625,1.88,7.49,7.0,7.6,1,1,1,24.0,True,True
5da09f733c3367001a72dec6,3,Random,0,OnlyBlueLL_0625,OnlyGreenLL_0429,7.49,1.88,3.6,7.5,1,0,1,13.0,True,False
5da09f733c3367001a72dec6,4,Random,0,OnlyGreenLL_0429,OnlyBlueLL_0625,1.88,7.49,4.5,9.9,1,1,1,8.0,True,True
572faa2cad131600100169b5,1,Salient-Contrast,1,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,4.9,7.8,1,1,1,54.0,True,True
572faa2cad131600100169b5,2,Salient-Contrast,1,OnlyBlueLL_0625,AllColorsLH_0617,7.49,9.39,2.7,7.8,1,1,1,42.0,True,True
572faa2cad131600100169b5,3,Salient-Contrast,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,8.9,10.0,1,1,1,40.0,True,True
5ea1dc176205ad0c7c941ca1,1,Random,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,7.3,9.3,0,0,0,29.0,True,True
5ea1dc176205ad0c7c941ca1,2,Random,0,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,7.6,2.7,0,0,1,9.0,False,True
5ea1dc176205ad0c7c941ca1,4,Random,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,3.5,2.6,1,0,0,10.0,False,False
5ea1dc176205ad0c7c941ca1,5,Random,0,OnlyGreenLL_0429,OnlyBlueLH_0706,1.88,8.84,8.4,6.5,1,1,0,25.0,False,True
6670e05a65d32df6fa3e7560,1,Salient-Contrast,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,6.7,9.3,1,1,1,11.0,True,True
