user_id,group,trust_the_agent,number_of_choices,number_of_accepts,number_of_correct_choices_mean,number_of_correct_choices_feedback,final_agent_mean_score,final_agent_name,final_agent_rank,final_agent_final_part_score,age,gender,education,familiar_with_AI,evaluate_final_agent,ES_understandable,ES_overwhelming,ES_feedback_contribution,ES_helpful,ES_combined
6604906b9c2bd27270e6cc2b,Control,0,4,4,2,4,9.39,AllColorsLH_0617,2,10.2,54,0,3,4,1.0,,,,,0.0
66049315b5c325fdaafea8fa,Same,0,5,4,3,4,6.48,AllColorsLL1_0526,5,3.9,29,1,4,4,1.0,2.0,3.0,3.0,2.0,3.0
660b46f30e0078173c658320,Random,0,4,2,3,2,8.84,OnlyBlueLH_0706,3,10.4,28,0,4,5,4.0,4.0,5.0,1.0,1.0,2.25
660ea65b18972d0e6a14a896,Random,0,3,2,3,2,10.87,NoRedLH1_0612,1,11.2,58,1,2,4,3.0,6.0,2.0,6.0,7.0,6.25
66107a3619b2031a5256b327,Salient-Contrast,1,1,1,1,1,9.39,AllColorsLH_0617,2,10.2,67,1,3,4,5.0,6.0,4.0,6.0,5.0,5.25
661ec48c618b7a27e5a9077a,Same,1,3,1,3,3,8.84,OnlyBlueLH_0706,3,10.4,60,1,4,4,3.0,5.0,3.0,4.0,6.0,5.0
662190146ef67bab626e48cb,Control,1,3,3,2,2,9.39,AllColorsLH_0617,2,10.2,45,0,2,4,3.0,,,,,0.0
662c0e7a4a4e2b2fc26960f5,Same,1,5,3,3,4,8.84,OnlyBlueLH_0706,3,10.4,50,0,3,4,2.0,6.0,2.0,4.0,5.0,5.25
6630fcae418bde6a9e7c3b47,Control,0,5,5,4,4,7.49,OnlyBlueLL_0625,4,1.7,42,0,4,4,1.0,,,,,0.0
66323da1523d26e305334df8,Same,0,2,1,1,0,7.49,OnlyBlueLL_0625,4,1.7,33,1,2,2,5.0,7.0,5.0,3.0,5.0,4.5
663e1aba0afad079dae41953,Control,1,2,2,2,2,9.39,AllColorsLH_0617,2,10.2,51,0,3,3,3.0,,,,,0.0
66549baded520d79543222a4,Salient-Contrast,0,3,1,2,2,8.84,OnlyBlueLH_0706,3,10.4,34,0,3,4,3.0,3.0,2.0,2.0,4.0,3.75
6658b1b0d96a48e41e7e971a,Same,0,3,3,2,2,7.49,OnlyBlueLL_0625,4,1.7,32,1,2,4,3.0,7.0,6.0,6.0,7.0,5.5
6658b1b56a1df274ee633fdc,Control,1,3,3,3,2,9.39,AllColorsLH_0617,2,10.2,21,0,3,4,3.0,,,,,0.0
6658c56f3d9230d99c3e6752,Control,1,5,5,3,3,7.49,OnlyBlueLL_0625,4,1.7,35,0,4,5,6.0,,,,,0.0
66597efb84cb793eeaa06ef8,Control,0,5,5,2,3,10.87,NoRedLH1_0612,1,11.2,48,0,5,4,5.0,,,,,0.0
6659ca3aede1cd81f25f5d46,Control,0,4,4,3,3,8.84,OnlyBlueLH_0706,3,10.4,28,1,3,5,3.0,,,,,0.0
665a2ec0103f8c77303c4a83,Same,0,1,1,1,1,9.39,AllColorsLH_0617,2,10.2,58,1,2,4,4.0,1.0,7.0,4.0,3.0,2.25
665cc6c3bc1bea935ccfebbf,Salient-Contrast,1,3,2,3,3,10.87,NoRedLH1_0612,1,11.2,46,1,5,3,2.0,5.0,3.0,3.0,5.0,4.5
665f461d043d90dd77710aa3,Random,1,2,2,2,2,10.87,NoRedLH1_0612,1,11.2,32,1,3,5,5.0,2.0,5.0,5.0,4.0,3.5
666332bdc5b6f8765b5e62f2,Random,1,3,1,2,2,8.84,OnlyBlueLH_0706,3,10.4,26,0,3,5,4.0,5.0,3.0,5.0,6.0,5.25
66703e9ca0e67f0864687e47,Same,0,3,2,2,2,10.87,NoRedLH1_0612,1,11.2,34,1,3,5,3.0,6.0,5.0,6.0,7.0,5.5
6670e05a65d32df6fa3e7560,Salient-Contrast,1,2,1,2,2,9.39,AllColorsLH_0617,2,10.2,57,0,3,3,5.0,5.0,2.0,3.0,6.0,5.0
66743f920e8215acd55b8eb3,Salient-Contrast,0,4,3,4,3,10.87,NoRedLH1_0612,1,11.2,34,0,3,4,3.0,6.0,3.0,5.0,5.0,5.25
66774233add67a4a8e71398e@email.prolific.com,Same,1,2,2,2,2,10.87,NoRedLH1_0612,1,11.2,53,0,2,4,3.0,6.0,5.0,6.0,7.0,5.5
6678a6336d90a3a9973585c3,Salient-Contrast,0,3,3,2,2,9.39,AllColorsLH_0617,2,10.2,32,0,3,3,2.0,6.0,2.0,3.0,5.0,5.0
66799043863669170269eedf,Salient-Contrast,1,4,3,3,3,10.87,NoRedLH1_0612,1,11.2,52,1,3,4,2.0,3.0,5.0,5.0,6.0,4.25
667a9bdad0e1a943ee3d04bb,Random,0,4,2,3,3,10.87,NoRedLH1_0612,1,11.2,26,0,3,3,3.0,6.0,3.0,5.0,5.0,5.25
6683f9cded466c62ba631d9e,Same,1,5,4,4,3,10.87,NoRedLH1_0612,1,11.2,50,0,2,2,1.0,6.0,4.0,5.0,6.0,5.25
66894af85d486bf277cfa44b,Same,0,5,4,3,5,7.49,OnlyBlueLL_0625,4,1.7,48,1,4,4,2.0,7.0,1.0,5.0,6.0,6.25
668d82d4a86891ad552112b1,Control,0,5,5,2,2,7.49,OnlyBlueLL_0625,4,1.7,50,0,3,4,1.0,,,,,0.0
669177c66d14fd83c2a18125,Salient-Contrast,1,2,2,2,2,10.87,NoRedLH1_0612,1,11.2,39,0,5,5,5.0,5.0,3.0,4.0,5.0,4.75
66928f171518765c5f8cea5b,Salient-Contrast,0,5,2,5,5,10.87,NoRedLH1_0612,1,11.2,41,1,2,3,2.0,4.0,6.0,3.0,4.0,3.25
6694154a46060b3c49b2d6fd,Control,0,4,4,2,2,9.39,AllColorsLH_0617,2,10.2,28,0,3,4,2.0,,,,,0.0
669b46825041be036247d1a2,Salient-Contrast,1,3,3,2,2,9.39,AllColorsLH_0617,2,10.2,39,1,3,3,3.0,5.0,5.0,5.0,5.0,4.5
669eba3ad8d7d49177bc50d0,Random,0,5,3,3,4,7.49,OnlyBlueLL_0625,4,1.7,63,1,3,4,4.0,2.0,2.0,2.0,3.0,3.25
66a261c8cd2d7a18cbe95b9a,Salient-Contrast,1,3,2,3,3,10.87,NoRedLH1_0612,1,11.2,20,0,2,4,5.0,6.0,5.0,5.0,5.0,4.75
66a63df6388e9adeb75e857d,Salient-Contrast,1,4,3,4,4,10.87,NoRedLH1_0612,1,11.2,51,1,4,5,3.0,6.0,2.0,5.0,6.0,5.75
66a641d8eae42f430895d856,Same,0,2,2,2,2,10.87,NoRedLH1_0612,1,11.2,21,1,3,5,3.0,5.0,5.0,4.0,4.0,4.0
66a90c2263a2823be078178e,Random,1,5,2,2,2,9.39,AllColorsLH_0617,2,10.2,38,0,4,4,4.0,5.0,5.0,5.0,6.0,4.75
66b37344796f45313433abc8,Random,0,4,2,4,4,10.87,NoRedLH1_0612,1,11.2,21,0,2,3,5.0,6.0,2.0,5.0,6.0,5.75
66b73f9ba035651170b94c76,Salient-Contrast,0,3,3,2,3,10.87,NoRedLH1_0612,1,11.2,43,1,6,3,2.0,2.0,5.0,3.0,3.0,2.75
66be3ed60ce8896e4feb1003,Random,0,5,5,4,4,10.87,NoRedLH1_0612,1,11.2,50,1,4,6,2.0,2.0,5.0,6.0,5.0,4.0
66c0f464e0ff62798027b486,Random,0,4,3,3,2,7.49,OnlyBlueLL_0625,4,1.7,25,0,3,5,2.0,7.0,2.0,7.0,7.0,6.75
66c2c77d5b9a0a6d850046bb,Same,0,1,1,1,1,8.84,OnlyBlueLH_0706,3,10.4,45,0,2,3,1.0,2.0,2.0,2.0,2.0,3.0
66c4f3cb14cbfc4db836bd4e,Same,0,2,1,0,0,1.88,OnlyGreenLL_0429,6,-8.3,52,1,3,4,3.0,1.0,7.0,5.0,4.0,2.75
66c9f523ec6668e0cfab755c,Control,0,5,5,2,3,6.48,AllColorsLL1_0526,5,3.9,27,1,3,5,2.0,,,,,0.0
66d29886c53f1949f8275cba,Random,0,3,3,3,3,9.39,AllColorsLH_0617,2,10.2,31,0,2,4,1.0,5.0,1.0,4.0,3.0,4.75
66d31a1b0515fe747830bab9,Random,1,2,1,0,0,1.88,OnlyGreenLL_0429,6,-8.3,61,0,2,4,1.0,2.0,7.0,2.0,1.0,1.5
66d40c57f897feb5421947d4,Random,1,4,3,3,3,10.87,NoRedLH1_0612,1,11.2,38,0,3,3,3.0,5.0,7.0,6.0,7.0,4.75
66d6376eb15526056851d558,Same,0,4,2,3,3,10.87,NoRedLH1_0612,1,11.2,48,1,3,4,3.0,6.0,5.0,3.0,6.0,4.5
66d9cd06e207a93377f7820e,Salient-Contrast,0,4,3,3,2,8.84,OnlyBlueLH_0706,3,10.4,60,0,5,4,1.0,7.0,1.0,6.0,6.0,6.5
66e7381b679a09a5e859d755,Salient-Contrast,0,5,3,4,4,10.87,NoRedLH1_0612,1,11.2,39,0,2,6,1.0,7.0,4.0,5.0,4.0,5.0
66ef36768bc403140fa01e35,Control,0,3,3,2,2,9.39,AllColorsLH_0617,2,10.2,35,1,4,4,3.0,,,,,0.0
66f52b5788cb0f542d8b25d5,Random,1,2,2,1,1,1.88,OnlyGreenLL_0429,6,-8.3,28,1,3,5,4.0,6.0,4.0,6.0,6.0,5.5
66f75098a075cf5f392deaab,Random,0,4,3,3,4,10.87,NoRedLH1_0612,1,11.2,54,0,3,3,3.0,4.0,3.0,3.0,3.0,3.75
66f87d84fcfe786a13ff1edb,Random,0,3,3,2,2,9.39,AllColorsLH_0617,2,10.2,69,1,2,2,5.0,2.0,7.0,2.0,5.0,2.5
67104c7deff954cb22438402,Same,1,3,2,2,2,9.39,AllColorsLH_0617,2,10.2,49,1,2,4,5.0,6.0,1.0,7.0,4.0,6.0
6717d0f52cc5e0a7f13b596a,Control,0,3,3,3,3,8.84,OnlyBlueLH_0706,3,10.4,43,0,2,5,3.0,,,,,0.0
671d3690dc5df6d004cfb65e,Random,0,2,2,2,1,8.84,OnlyBlueLH_0706,3,10.4,33,0,4,2,1.0,2.0,5.0,4.0,4.0,3.25
671fe3978b9b0b5d4b9a1265,Control,0,5,5,3,4,8.84,OnlyBlueLH_0706,3,10.4,69,1,3,2,3.0,,,,,0.0
6722478c409070762121307f,Control,1,5,5,2,2,7.49,OnlyBlueLL_0625,4,1.7,28,0,4,5,3.0,,,,,0.0
67237e8fe4d32fbb53aabc67,Random,1,4,3,3,3,10.87,NoRedLH1_0612,1,11.2,50,0,3,4,2.0,6.0,6.0,2.0,3.0,3.25
6723a12849796982b39f3c28,Control,0,2,2,2,2,8.84,OnlyBlueLH_0706,3,10.4,23,1,4,3,3.0,,,,,0.0
672be724a1f9a800fcbd3d02,Salient-Contrast,0,1,1,1,1,8.84,OnlyBlueLH_0706,3,10.4,28,0,3,6,4.0,7.0,2.0,7.0,7.0,6.75
672d98919cc177d28c204e76,Salient-Contrast,1,5,1,4,3,8.84,OnlyBlueLH_0706,3,10.4,37,1,3,4,5.0,5.0,3.0,3.0,5.0,4.5
672f246d1d67d71960402ef8,Random,0,4,1,2,1,9.39,AllColorsLH_0617,2,10.2,33,0,3,6,6.0,4.0,5.0,5.0,4.0,4.0
672f488089b8f59064c010fc,Random,1,3,2,2,2,8.84,OnlyBlueLH_0706,3,10.4,38,0,4,5,6.0,7.0,2.0,5.0,6.0,6.0
6730f965beb7513190d2be93,Control,0,4,4,2,2,9.39,AllColorsLH_0617,2,10.2,61,0,4,3,2.0,,,,,0.0
67322550bd5dfa0cd2958366,Salient-Contrast,0,4,3,1,3,7.49,OnlyBlueLL_0625,4,1.7,44,0,4,4,2.0,3.0,5.0,5.0,5.0,4.0
673321669f5c5d443040682b,Control,0,4,4,2,4,7.49,OnlyBlueLL_0625,4,1.7,38,1,4,3,2.0,,,,,0.0
67448035804444614abdcc6c,Control,0,5,5,3,5,8.84,OnlyBlueLH_0706,3,10.4,30,0,3,4,5.0,,,,,0.0
6747603ffa5c374fa8cfbe30,Same,1,1,1,1,1,8.84,OnlyBlueLH_0706,3,10.4,45,0,3,6,3.0,6.0,2.0,6.0,7.0,6.25
674f22af21d6a0d92c657422,Random,0,3,3,1,0,1.88,OnlyGreenLL_0429,6,-8.3,56,1,4,4,3.0,2.0,4.0,1.0,1.0,2.0
6759cf4aa98832e7c32a61b3,Salient-Contrast,1,2,2,2,2,10.87,NoRedLH1_0612,1,11.2,54,1,3,3,4.0,6.0,4.0,5.0,6.0,5.25
676055469b245b53e81358d0,Same,0,4,4,3,3,10.87,NoRedLH1_0612,1,11.2,21,0,2,4,1.0,3.0,5.0,3.0,2.0,2.75
6763911a202c7db0ad8d5790,Random,1,3,2,2,2,10.87,NoRedLH1_0612,1,11.2,51,0,3,2,3.0,3.0,5.0,2.0,2.0,2.5
6765e5d4ee75be7807670beb,Salient-Contrast,0,4,2,4,2,10.87,NoRedLH1_0612,1,11.2,24,1,4,5,3.0,6.0,3.0,4.0,5.0,5.0
676f2ff678d74407b518207d,Same,0,3,3,2,3,7.49,OnlyBlueLL_0625,4,1.7,38,0,4,3,1.0,2.0,1.0,5.0,7.0,5.25
677052c959de45fd60f8d1a9,Salient-Contrast,0,1,1,1,1,9.39,AllColorsLH_0617,2,10.2,58,1,3,3,5.0,7.0,5.0,3.0,3.0,4.0
677299ebbff623812504a11d,Control,1,3,3,3,3,8.84,OnlyBlueLH_0706,3,10.4,36,0,4,4,3.0,,,,,0.0
6772ed74a16a7086a77e5d6e,Salient-Contrast,0,3,2,2,2,10.87,NoRedLH1_0612,1,11.2,27,1,3,4,7.0,4.0,5.0,3.0,4.0,3.5
677302ad15f7e3d0c1725fef,Random,0,4,4,2,3,7.49,OnlyBlueLL_0625,4,1.7,18,1,2,4,3.0,3.0,5.0,5.0,5.0,4.0
6773d6d84f06b14a316648aa,Salient-Contrast,1,1,1,1,1,9.39,AllColorsLH_0617,2,10.2,35,0,2,4,6.0,6.0,3.0,6.0,6.0,5.75
6773dea609f77d473900997a,Control,1,4,4,2,1,10.87,NoRedLH1_0612,1,11.2,32,1,3,5,3.0,,,,,0.0
6773dfa0391dd47ac7521b5b,Control,0,2,2,1,1,8.84,OnlyBlueLH_0706,3,10.4,21,0,3,6,2.0,,,,,0.0
6776c927f9dc484f730bf614,Random,1,3,2,1,2,6.48,AllColorsLL1_0526,5,3.9,43,0,3,4,6.0,6.0,2.0,6.0,6.0,6.0
6777f3e9760d3844217b5ea8,Control,0,4,4,3,4,9.39,AllColorsLH_0617,2,10.2,19,1,2,2,5.0,,,,,0.0
677b8e386966144d94556597,Salient-Contrast,1,3,2,3,3,10.87,NoRedLH1_0612,1,11.2,52,0,3,4,3.0,7.0,1.0,7.0,7.0,7.0
677bb2c5448379a16cbf0a9e,Salient-Contrast,1,4,3,4,4,10.87,NoRedLH1_0612,1,11.2,29,1,3,2,7.0,6.0,1.0,5.0,6.0,6.0
677c4ec6bf1d6e16cf3d3055,Control,0,3,3,2,3,9.39,AllColorsLH_0617,2,10.2,43,0,3,4,3.0,,,,,0.0
67914a71e31261f2ae882759,Same,0,4,4,2,3,7.49,OnlyBlueLL_0625,4,1.7,27,0,3,4,2.0,5.0,3.0,5.0,6.0,5.25
67a577bd526d53b904219c1d,Control,1,5,5,3,4,8.84,OnlyBlueLH_0706,3,10.4,63,0,4,4,6.0,,,,,0.0
67a7d4e19fee63cbe222ae02,Random,0,3,3,2,1,9.39,AllColorsLH_0617,2,10.2,22,0,2,5,4.0,5.0,3.0,6.0,7.0,5.75
67aa34015d2def3278e3ee41,Same,0,1,1,1,1,9.39,AllColorsLH_0617,2,10.2,48,1,3,2,3.0,2.0,5.0,3.0,4.0,3.0
67ae36e6472072f99199d636,Random,0,5,4,4,5,10.87,NoRedLH1_0612,1,11.2,34,1,4,4,3.0,6.0,5.0,6.0,6.0,5.25
67c5998272715aa6a5130741,Same,1,5,4,3,5,8.84,OnlyBlueLH_0706,3,10.4,28,1,3,4,3.0,5.0,4.0,5.0,5.0,4.75
67ca2b138e29010f04934911,Random,0,4,3,2,2,8.84,OnlyBlueLH_0706,3,10.4,34,0,3,4,3.0,6.0,1.0,5.0,6.0,6.0
67d01671bd666a9fb9c603fb,Random,0,3,2,2,1,8.84,OnlyBlueLH_0706,3,10.4,36,1,4,4,3.0,7.0,7.0,7.0,7.0,5.5
67d47bef1b8777e754726be0,Control,0,1,1,0,0,6.48,AllColorsLL1_0526,5,3.9,54,1,4,5,7.0,,,,,0.0
67e069199f5b036960b0cc5f,Salient-Contrast,0,2,1,2,2,8.84,OnlyBlueLH_0706,3,10.4,32,1,3,4,7.0,7.0,1.0,7.0,7.0,7.0
67e1dc9c35b6facf1079fb30,Salient-Contrast,1,4,2,4,3,10.87,NoRedLH1_0612,1,11.2,34,0,3,5,5.0,7.0,1.0,7.0,7.0,7.0
67e2b6561ccb8f5bb055cc85,Random,0,1,1,1,1,9.39,AllColorsLH_0617,2,10.2,28,1,4,4,7.0,6.0,2.0,6.0,6.0,6.0
67e461f383bb0fc948ffd5fd,Same,0,5,4,3,3,10.87,NoRedLH1_0612,1,11.2,32,0,2,4,3.0,6.0,3.0,6.0,7.0,6.0
67e48fe0292eb135e6a513d8,Salient-Contrast,1,4,3,3,2,10.87,NoRedLH1_0612,1,11.2,42,1,3,4,4.0,6.0,4.0,5.0,6.0,5.25
67e6e99634be5e57bbd2553f,Control,0,2,2,1,1,6.48,AllColorsLL1_0526,5,3.9,28,0,4,6,5.0,,,,,0.0
67eff0475e43d9a5390ff55e,Same,1,4,2,3,4,10.87,NoRedLH1_0612,1,11.2,25,1,4,4,5.0,6.0,2.0,6.0,6.0,6.0
680008702b9fd50b094a19eb,Salient-Contrast,1,5,5,4,3,10.87,NoRedLH1_0612,1,11.2,55,0,6,7,2.0,6.0,5.0,4.0,5.0,4.5
680d155019b77b986ff85126,Same,0,5,4,1,3,7.49,OnlyBlueLL_0625,4,1.7,65,1,2,6,3.0,4.0,5.0,6.0,6.0,4.75
681b781064a5701a5ceee3bc,Control,0,2,2,1,1,9.39,AllColorsLH_0617,2,10.2,54,1,4,4,1.0,,,,,0.0
681d11acf32ffbb177100579,Random,1,5,3,1,1,1.88,OnlyGreenLL_0429,6,-8.3,56,0,2,5,2.0,6.0,2.0,5.0,5.0,5.5
68423451060859f8ce31ee5a,Salient-Contrast,0,3,2,1,1,9.39,AllColorsLH_0617,2,10.2,39,1,5,5,5.0,6.0,5.0,5.0,6.0,5.0
6888fee2d5bd4d7b5582cd31,Salient-Contrast,0,4,4,3,3,10.87,NoRedLH1_0612,1,11.2,25,0,3,5,6.0,7.0,1.0,6.0,7.0,6.75
