StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q389_Browser,Q389_Version,Q389_Operating System,Q389_Resolution,Consent timing_First Click,Consent timing_Last Click,Consent timing_Page Submit,Consent timing_Click Count,Consent,prolific_id,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q110,Q160,Q163,Q165,Q178,Q164,Q179,Q608_First Click,Q608_Last Click,Q608_Page Submit,Q608_Click Count,Q609,Tutorial,Q613,Q653_First Click,Q653_Last Click,Q653_Page Submit,Q653_Click Count,Q655,Q192_First Click,Q192_Last Click,Q192_Page Submit,Q192_Click Count,Q657,Q614_First Click,Q614_Last Click,Q614_Page Submit,Q614_Click Count,Q615,Q193_First Click,Q193_Last Click,Q193_Page Submit,Q193_Click Count,Q171,Q593_First Click,Q593_Last Click,Q593_Page Submit,Q593_Click Count,Q594,Q175,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,Q196,Demographics timing_First Click,Demographics timing_Last Click,Demographics timing_Page Submit,Demographics timing_Click Count,age,gender,country,country_3_TEXT,education,education_6_TEXT,ai,AI_1,AI_2,AI_3,AI_4,AI_5,comments,Q261,Random_ID,AWSURL,group,ProlificID,agent_level,bonus_group
2025-08-14 08:41:41,2025-08-14 09:09:41,IP Address,82.16.87.202,100,1679,True,2025-08-14 09:09:41,R_2zOcjdWafSfn4cR,,,,,53.4698,-3.0024,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1280x720,4,4.882,5.904,2,I confirm my participation in the study,5a0c4184fe645f0001e9f5dd,28.92,56.937,62.069,3,17.977,27.781,28.811,3,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,20.681,369.62,371.923,5,,4242,,,,,,,,,,,,6.793,135.011,136.407,5,,5.211,536.679,539.178,4,APPL1,7.772,82.559,87.258,6,I will let the AI agent play,"I do not have a good grasp on this game at all. When I tried to change the AI decisions in the last task it just carried on with it's original intentions. So, it probably would be better just to let it play the game itself.",,,,,,1.855,64.568,65.212,20,41,F,United Kingdom,,Bachelor level academic education,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",5,5,7. Strongly agree,4. Neither agree nor disagree,4. Neither agree nor disagree,"I am not sure whether it is because I was unable to complete the training phase (due to technical issues with the study) or because I did not grasp the main aims of the game, but I did have issues with controlling the outcomes. My intended actions within the game did translate to the actual game.",,9043421902,,3,5a0c4184fe645f0001e9f5dd,APPL1,APPL1
2025-08-14 09:02:08,2025-08-14 09:10:09,IP Address,157.125.78.70,100,481,True,2025-08-14 09:10:10,R_2BeLO2SNmEtLk5I,,,,,51.381,0.115,anonymous,EN,Edge,139.0.0.0,Windows NT 10.0,1920x1080,2.208,2.208,4.103,1,I confirm my participation in the study,5d7f598628843a00181eb444,0,0,2.657,0,0,0,1.983,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,2.228,2.228,5.503,1,,4242,,0,0,78.857,0,,2.561,222.751,228.361,2,APPL1,,,,,,,,,,,8.478,9.648,25.464,2,I will let the AI agent play,its easier to let the avatar play - they are quicker,,,,,,4.525,24.677,25.693,11,64,M,United Kingdom,,8-12 years,,"Slightly familiar (basic awareness, e.g., from news or media)",5,4. Neither agree nor disagree,6,3,5,,,3471753082,,0,5d7f598628843a00181eb444,APPL1,APPL1
2025-08-14 08:16:23,2025-08-14 08:19:22,IP Address,31.127.201.150,15,179,False,2025-08-14 09:16:27,R_8MtDWgrwKrT23Rj,,,,,51.4717,-0.1161,anonymous,EN,Chrome,139.0.0.0,Macintosh,1280x960,53.449,53.449,71.686,1,I confirm my participation in the study,6658b52898569e477b21cf41,0,0,49.149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450891054,,4,6658b52898569e477b21cf41,,
2025-08-14 08:18:07,2025-08-14 08:28:18,IP Address,90.244.163.102,35,611,False,2025-08-14 09:18:10,R_2J3PNs0lPEZZtcd,,,,,52.503,-2.0839,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,27.745,28.936,54.022,2,I confirm my participation in the study,5755c957eb80c4000741a9ce,0,0,68.95,0,0,0,16.396,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348462588,,0,5755c957eb80c4000741a9ce,,
2025-08-14 08:18:08,2025-08-14 08:51:45,IP Address,109.121.36.15,65,2017,False,2025-08-14 09:18:11,R_7aKdeD3QLzx5Xr2,,,,,40.7126,-74.0066,anonymous,EN,Chrome,134.0.0.0,Windows NT 10.0,1280x720,3.207,5.986,6.755,2,I confirm my participation in the study,67e92dbd9199b830fbecdf2e,19.102,110.493,127.673,16,15.317,38.708,39.492,3,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,29.529,1419.29,1422.243,9,,4242,,,,,,,,,,,,5.303,7.888,8.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6367004216,,2,67e92dbd9199b830fbecdf2e,,
2025-08-14 08:23:33,2025-08-14 08:55:09,IP Address,90.248.183.195,35,1895,False,2025-08-14 09:23:36,R_8DYpirEJDdcG5tP,,,,,53.7401,-1.5988,anonymous,EN,Edge,139.0.0.0,Windows NT 10.0,1536x864,1.838,4.118,5.899,2,I confirm my participation in the study,56296779c8ffc200055134c9,96.11,96.11,97.39,1,24.105,24.105,29.71,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474862885,,3,56296779c8ffc200055134c9,,
2025-08-14 08:24:29,2025-08-14 08:44:44,IP Address,86.165.236.214,65,1214,False,2025-08-14 09:24:32,R_8TBrhI5rVgtcetE,,,,,51.3951,0.1724,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,5.09,5.09,8.317,1,I confirm my participation in the study,65107641138d7e50e2a290d0,0,0,26.23,0,0,0,13.212,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,9.254,546.438,549.92,5,,4242,,,,,,,,,,,,0,0,9.593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8064051831,,1,65107641138d7e50e2a290d0,,
2025-08-14 08:26:15,2025-08-14 08:56:26,IP Address,76.209.9.89,35,1811,False,2025-08-14 09:26:17,R_6M4cyCsKJTmpkNC,,,,,32.972,-96.7914,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1366x768,14.97,105.422,107.819,2,I confirm my participation in the study,67e5ed9223a861e4fd57d4fb,0,0,87.691,0,0,0,188.981,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100212906,,2,67e5ed9223a861e4fd57d4fb,,
2025-08-14 09:07:34,2025-08-14 09:27:14,IP Address,72.15.73.154,100,1179,True,2025-08-14 09:27:14,R_6k23ctmVt1cF8wi,,,,,27.7889,-82.7192,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x960,1.058,1.058,2.208,1,I confirm my participation in the study,6647d385a03fca12ce7acc45,0,0,60.145,0,0,0,31.485,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,16.116,247.262,252.424,2,,4242,,,,,,,,,,,,0,0,60.269,0,,3.501,556.546,558.614,2,APPL3,8.747,10.833,53.821,2,I will play myself,It seems that the last iteration I had to switch back to a previous strategy so I'm not so sure that the agent will make the correct decision on the next game.,2.611,39.182,42.728,2,2323,1.023,19.233,20.326,13,42,M,United states,,Master level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",5,5,5,4. Neither agree nor disagree,5,,,5656396817,,3,6647d385a03fca12ce7acc45,APPL3,2323
2025-08-14 08:37:04,2025-08-14 08:43:45,IP Address,195.224.212.111,35,400,False,2025-08-14 09:37:10,R_2Dd9YQSb9GphmW5,,,,,50.8681,0.2555,anonymous,EN,Chrome,123.0.0.0,Windows NT 10.0,1920x1080,2.451,2.451,3.177,1,I confirm my participation in the study,6544fed196a4a783c9887d59,0,0,49.626,0,0,0,30.538,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339310252,,0,6544fed196a4a783c9887d59,,
2025-08-14 08:44:40,2025-08-14 08:51:40,IP Address,78.33.241.66,35,419,False,2025-08-14 09:44:41,R_8CNGhBTxBLHOKlb,,,,,53.9144,-1.938,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,5.68,5.68,6.63,1,I confirm my participation in the study,5e203085ac30fa331b586690,0,0,46.658,0,0,0,13.48,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3976808785,,2,5e203085ac30fa331b586690,,
2025-08-14 08:45:25,2025-08-14 08:56:54,IP Address,81.102.148.244,35,688,False,2025-08-14 09:45:27,R_8XVufIbX98tx3RD,,,,,51.5927,-2.9637,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,19.62,19.62,21.786,1,I confirm my participation in the study,666da9e5189d162d36687119,0,0,123.572,0,0,0,48.985,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5906263451,,1,666da9e5189d162d36687119,,
2025-08-14 09:19:22,2025-08-14 09:49:31,IP Address,86.26.251.229,100,1808,True,2025-08-14 09:49:31,R_2nTykOcwDMJX1Aq,,,,,52.5289,-1.8533,anonymous,EN,Chrome,126.0.0.0,CrOS x86_64 14541.0.0,1366x768,7.498,13.91,15.5,2,I confirm my participation in the study,665f15bd40f2986ef89e898f,13.456,42.828,88.7,3,1.393,1.393,6.153,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,40.033,622.293,704.222,3,,4242,,,,,,,,,,,,0,0,48.975,0,,4.641,398.127,401.608,2,APPL2,13.837,26.392,29.5,3,I will play myself,i want to play it,4.024,127.643,131.635,2,2322,1.981,41.664,43.6,14,33,F,United Kingdom,,8-12 years,,"Slightly familiar (basic awareness, e.g., from news or media)",4. Neither agree nor disagree,4. Neither agree nor disagree,3,6,4. Neither agree nor disagree,,,3413242816,,2,665f15bd40f2986ef89e898f,APPL2,2322
2025-08-14 09:04:50,2025-08-14 09:50:14,IP Address,84.67.139.47,100,2724,True,2025-08-14 09:50:15,R_200KVzGHkeBk6Jz,,,,,53.6897,-2.5998,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x720,15.058,15.058,16.139,1,I confirm my participation in the study,5a993b151eda410001365a23,0,0,86.607,0,32.328,32.328,35.141,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,22.843,178.828,186.445,2,,4242,,,,,,,,,,,,27.782,275.637,354.156,4,,2.601,1523.627,1525.726,6,APPL2,15.691,17.746,87.599,2,I will play myself,"I think the AI had major issues in the 4th trial, so I'm wary of it still.",2.458,93.384,98.763,2,2323,1.663,52.56,55.803,10,36,M,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",3,3,4. Neither agree nor disagree,5,3,,,6423983508,,2,5a993b151eda410001365a23,APPL2,2323
2025-08-14 08:58:51,2025-08-14 09:04:15,IP Address,173.89.11.208,21,324,False,2025-08-14 09:58:55,R_6AXrIMJNqxJDQGt,,,,,43.014,-88.2783,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1366x768,2.438,8.199,11.116,2,I confirm my participation in the study,6334b0fc574064de4e68f578,2.389,2.389,136.858,1,2.071,6.239,40.714,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313952606,,3,6334b0fc574064de4e68f578,,
2025-08-14 09:06:07,2025-08-14 10:00:51,IP Address,83.106.48.40,65,3284,False,2025-08-14 10:06:08,R_85L11TY9EX3QPDA,,,,,53.4994,-2.2433,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1600x900,13.594,24.49,26.916,3,I confirm my participation in the study,5b2e9c09975e260001e92525,27.164,176.677,244.146,7,16.729,95.417,127.493,6,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,21.294,1942.217,1946.316,5,,4242,,,,,,,,,,,,12.759,70.119,76.579,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778917622,,1,5b2e9c09975e260001e92525,,
2025-08-14 09:07:43,2025-08-14 09:16:41,IP Address,51.190.58.160,65,538,False,2025-08-14 10:07:45,R_8wcYhYOxSisLm6t,,,,,53.373,-3.1013,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1366x768,12.335,17.049,21.401,2,I confirm my participation in the study,5ebc0abd2cc5f1054c82a0d7,16.537,16.537,65.863,1,1.834,1.834,11.085,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,19.052,256.344,257.795,4,,4242,,,,,,,,,,,,7.349,7.349,10.517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497820980,,4,5ebc0abd2cc5f1054c82a0d7,,
2025-08-14 09:54:01,2025-08-14 10:48:02,IP Address,216.120.189.129,100,3240,True,2025-08-14 10:48:03,R_8ie7ihm4vkPK4zl,,,,,51.5081,-0.1278,anonymous,EN,Chrome,132.0.0.0,OS/2,1440x900,91.727,91.727,93.97,1,I confirm my participation in the study,67269f439696d166fbb74e09,1796.655,1796.655,1801.459,1,46.214,49.398,58.943,3,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,242.705,242.705,245.576,1,,4242,,,,,,,,,,,,0,0,121.468,0,,522.227,522.227,526.056,1,APPL2,16.367,18.655,40.314,3,I will let the AI agent play,I think it did well enough to my satisfaction,,,,,,2.09,35.382,36.193,15,23,M,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,7. Strongly agree,7. Strongly agree,4. Neither agree nor disagree,7. Strongly agree,The game was fun,,9571983884,,4,67269f439696d166fbb74e09,APPL2,APPL2
2025-08-17 02:57:53,2025-08-17 03:02:48,IP Address,77.137.75.91,75,294,False,2025-08-17 03:57:54,R_9YQyYdswLWyNvMF,,,,,32.3348,34.8596,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,1.191,1.191,2.144,1,I confirm my participation in the study,Test0934023nlknds09jfdapcdafv,0,0,4.565,0,0,0,1.84,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,1.469,63.386,65.978,2,,4242,,,,,,,,,,,,0,0,13.38,0,,1.225,168.718,172.012,2,APPL3,2.409,2.409,3.951,1,I will play myself,,,,,,,,,,,,,,,,,,,,,,,,,9277631942,,1,Test0934023nlknds09jfdapcdafv,APPL3,
2025-08-18 05:53:06,2025-08-18 05:58:22,IP Address,77.137.77.138,100,315,True,2025-08-18 05:58:22,R_9c7yNvgYA6i23rk,,,,,32.3348,34.8596,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,0.876,1.132,1.648,2,I confirm my participation in the study,Test2____________________________,0,0,1.721,0,0,0,0.693,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,1.2,38.537,42.744,2,,4242,,,,,,,,,,,,0,0,2.113,0,,1.335,145.384,149.723,2,APPL3,1.069,1.069,1.991,1,I will play myself,,1.695,60.378,60.618,3,2321,1.136,9.898,10.881,12,45,M,United Kingdom,,8-12 years,,"Somewhat familiar (some knowledge, e.g., from a course or self-study)",6,6,5,5,4. Neither agree nor disagree,,,1323912751,,3,Test2____________________________,APPL3,2321
2025-08-18 06:30:16,2025-08-18 06:38:42,IP Address,143.58.155.219,100,505,True,2025-08-18 06:38:42,R_2DnhLgIlMzXTocu,,,,,51.5043,-0.2211,anonymous,EN,Chrome,139.0.0.0,Macintosh,1710x1112,5.662,5.662,6.436,1,I confirm my participation in the study,62e023ae6d022e4d7bfc5db1,2.269,14.119,32.512,4,0.685,11.435,14.154,5,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,5.764,94.13,94.655,4,,4242,,,,,,,,,,,,1.854,59.15,59.91,6,,0.929,164.925,166.115,3,APPL1,0.858,4.708,9.86,3,I will let the AI agent play,I believe the agent will be superior,,,,,,1.398,16.832,17.8,11,33,M,United Kingdom,,8-12 years,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",3,6,6,7. Strongly agree,4. Neither agree nor disagree,,,6900020511,,2,62e023ae6d022e4d7bfc5db1,APPL1,APPL1
2025-08-18 06:28:29,2025-08-18 06:44:37,IP Address,82.10.158.199,100,967,True,2025-08-18 06:44:38,R_8EJU0dPJEBfmvw1,,,,,55.8995,-3.5237,anonymous,EN,Chrome,139.0.0.0,Macintosh,1920x1080,10.015,10.015,12.974,1,I confirm my participation in the study,6553a9fad9d3c60da28bea04,0,0,75.294,0,0,0,10.024,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,7.716,306.608,309.214,3,,4242,,0,0,20.876,0,,3.638,290.855,292.744,2,APPL2,,,,,,,,,,,9.353,10.591,26.574,2,I will play myself,"The AI avatar often took turns which caused them to lose points. ",1.687,73.876,75.295,3,2323,4.903,23.935,24.878,10,43,F,United Kingdom,,Less than 8 years,,"Somewhat familiar (some knowledge, e.g., from a course or self-study)",5,6,6,5,5,,,3912459656,,0,6553a9fad9d3c60da28bea04,APPL2,2323
2025-08-18 06:34:39,2025-08-18 06:47:04,IP Address,90.250.34.17,100,744,True,2025-08-18 06:47:06,R_2BZSjMaMyAoODsZ,,,,,52.3958,-1.4796,anonymous,EN,Safari,18.5,Macintosh,1470x956,5.049,5.049,7.826,1,I confirm my participation in the study,56aa0d98402d62000a6f8ae5,30.93,30.93,44.501,1,9.739,9.739,11.064,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,11.005,23.893,31.663,2,,4242,,,,,,,,,,,,0,0,19.553,0,,4.3,14.441,17.892,2,APPL1,9.019,10.006,14.815,2,I will play myself,as it is better,2.446,42.897,46.174,2,2323,1.174,19.038,20.234,10,45,F,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,6,6,6,6,,,8444755207,,2,56aa0d98402d62000a6f8ae5,APPL1,2323
2025-08-18 06:30:22,2025-08-18 06:47:44,IP Address,151.231.156.76,100,1041,True,2025-08-18 06:47:44,R_2Y3CHa0YPwrBYCB,,,,,52.5199,-1.9985,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1280x720,4.015,4.015,4.744,1,I confirm my participation in the study,6674bd2b56aae0985600d533,0,0,30.007,0,0,0,11.33,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,21.659,269.125,270.983,2,,4242,,,,,,,,,,,,0,0,33.668,0,,2.39,407.836,409.348,5,APPL1,7.039,8.239,41.729,3,I will play myself,"I found it quite difficult to control the AI agent. I would prefer to control it myself, as the movements would be more predictable and controlled, meaning I would have a higher success rate.",2.034,30.806,33.064,2,2323,1.031,26.459,27.121,10,23,F,United Kingdom,,Master level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,7. Strongly agree,7. Strongly agree,3,5,I found controlling the AI quite difficult. I think the visualising was quite tricky as you had to hold in mind the right path to maximise points while viewing the previously taken path. But I really enjoyed this study as it feels new. I've never done anything like this and I hope my results help your research! Best wishes!,,5571871438,,1,6674bd2b56aae0985600d533,APPL1,2323
2025-08-18 06:50:38,2025-08-18 06:51:20,IP Address,92.239.157.18,100,42,True,2025-08-18 06:51:21,R_8SwT8Sh5O609662,,,,,52.4918,-1.8598,anonymous,EN,Safari iPhone,18.5,iPhone,320x568,10.733,11.786,16.617,2,I confirm my participation in the study,6676cd0f8a13e195265eb74d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7306103293,,0,6676cd0f8a13e195265eb74d,,
2025-08-18 06:28:30,2025-08-18 06:53:09,IP Address,90.253.227.85,100,1479,True,2025-08-18 06:53:10,R_8fv7FddALfL0bn3,,,,,52.0443,-0.7601,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1536x864,72.24,72.879,73.726,2,I confirm my participation in the study,5d684971f5868700184eab81,79.751,219.013,219.943,5,22.758,22.758,36.332,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,60.918,340.231,342.834,4,,4242,,,,,,,,,,,,18.953,93.521,98.408,3,,5.48,266.558,268.819,3,APPL2,5.54,28.351,29.134,5,I will let the AI agent play,I think that the AI agent will make better choices,,,,,,1.803,46.952,47.65,18,42,F,United Kingdom,,8-12 years,,"Slightly familiar (basic awareness, e.g., from news or media)",4. Neither agree nor disagree,4. Neither agree nor disagree,5,3,5,,,1236604554,,2,5d684971f5868700184eab81,APPL2,APPL2
2025-08-18 06:34:34,2025-08-18 06:54:11,IP Address,38.242.178.166,100,1176,True,2025-08-18 06:54:11,R_8luYbQvopybBadj,,,,,51.5597,-0.0528,anonymous,EN,Chrome,139.0.0.0,Macintosh,1440x900,4.694,4.694,6.027,1,I confirm my participation in the study,5ce7fd368020d30018f9d7a5,0,0,84.393,0,0,0,24.5,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,30.263,225.912,230.648,3,,4242,,,,,,,,,,,,0,0,77.071,0,,4.956,521.713,522.716,2,APPL3,7.935,10.59,18.956,2,I will play myself,I feel that I would perform better,1.984,37.666,39.753,2,2322,1.553,26.469,27.306,10,45,F,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",3,2,4. Neither agree nor disagree,6,2,,,2884495460,,4,5ce7fd368020d30018f9d7a5,APPL3,2322
2025-08-18 06:31:39,2025-08-18 06:54:23,IP Address,149.71.5.210,100,1363,True,2025-08-18 06:54:23,R_2D0K6XlSOeD98qx,,,,,52.1577,-0.6935,anonymous,EN,Chrome,109.0.0.0,Windows NT 10.0,1366x768,6.727,6.727,7.605,1,I confirm my participation in the study,59baf1a2178f1b0001828a26,0,0,216.956,0,9.88,9.88,11.295,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,125.339,408.338,416.773,2,,4242,,,,,,,,,,,,0,0,18.122,0,,2.189,334.669,337.682,2,APPL2,7.802,23.078,25.317,3,I will play myself,I think the AI made a few optimisation mistakes,1.571,33.231,34.79,2,2323,0.998,19.51,20.098,10,30,M,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",7. Strongly agree,6,7. Strongly agree,2,6,,,8052547649,,1,59baf1a2178f1b0001828a26,APPL2,2323
2025-08-18 06:28:34,2025-08-18 06:55:56,IP Address,204.38.175.3,100,1642,True,2025-08-18 06:55:57,R_6rGb9YFBYR2UqZ7,,,,,46.2677,-89.1779,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,2.554,2.554,3.725,1,I confirm my participation in the study,5cfd68599d3b5700198ab635,0,0,66.535,0,0,0,22.81,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,31.453,458.582,462.992,2,,4242,,0,0,95.355,0,,5.495,720.33,722.871,2,APPL2,,,,,,,,,,,12.861,13.918,23.29,2,I will play myself,"I don't trust the AI agent to play it. ",2.758,62.766,66.079,2,2323,1.249,32.374,33.239,10,38,F,United states,,Bachelor level academic education,,"Somewhat familiar (some knowledge, e.g., from a course or self-study)",5,3,3,7. Strongly agree,2,"I hope that my feedback helps the AI bot. ",,4150278304,,0,5cfd68599d3b5700198ab635,APPL2,2323
2025-08-18 06:29:20,2025-08-18 06:57:56,IP Address,86.128.18.189,100,1716,True,2025-08-18 06:57:57,R_2OjbcebwcYeBv9E,,,,,53.4834,-2.0596,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1920x1080,10.32,10.32,12.261,1,I confirm my participation in the study,58404fd8ad98e40001ce915f,8.23,8.23,49.042,1,1.563,1.563,17.367,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,3.326,616.891,622.618,12,,4242,,,,,,,,,,,,1.275,88.423,93.759,2,,3.245,625.882,637.35,2,APPL1,8.965,10.467,20.673,2,I will let the AI agent play,it was much quicker than me!,,,,,,1.631,28.036,28.95,13,52,F,United Kingdom,,8-12 years,,"Somewhat familiar (some knowledge, e.g., from a course or self-study)",4. Neither agree nor disagree,5,6,3,4. Neither agree nor disagree,,,8955827539,,4,58404fd8ad98e40001ce915f,APPL1,APPL1
2025-08-18 06:41:23,2025-08-18 07:00:01,IP Address,142.162.190.52,100,1117,True,2025-08-18 07:00:01,R_31btkrX6L3KalVG,,,,,47.57,-52.781,anonymous,EN,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,14.276,14.276,16.702,1,I confirm my participation in the study,67dae759471e30afd08ad225,0,0,52.083,0,0,0,17,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,29.567,293.612,297.42,2,,4242,,,,,,,,,,,,0,0,49.188,0,,4.151,417.216,420.186,3,APPL3,33.034,33.034,35.553,1,I will let the AI agent play,,,,,,,2.195,39.701,41.479,11,49,M,Canada,,Other:,2 years college,"Slightly familiar (basic awareness, e.g., from news or media)",4. Neither agree nor disagree,5,5,4. Neither agree nor disagree,4. Neither agree nor disagree,,,9202710467,,1,67dae759471e30afd08ad225,APPL3,APPL3
2025-08-18 06:29:03,2025-08-18 07:00:46,IP Address,174.108.69.0,100,1903,True,2025-08-18 07:00:47,R_7EtiEH4UpdJVGsI,,,,,35.0221,-80.5318,anonymous,EN,Edge,139.0.0.0,Windows NT 10.0,1920x1080,4.159,4.159,4.71,1,I confirm my participation in the study,650b03136ab3d4c832d98b71,0,0,483.632,0,0,0,28.384,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,14.731,108.459,113.752,2,,4242,,,,,,,,,,,,0,0,63.662,0,,4.897,392.698,399.078,3,APPL1,12.692,83.057,94.13,9,I will play myself,"When I did the AI agent reprograming part, my instructions were NOT followed. So, I have no trust in the AI agent to play the game for me.",3.837,59.41,70.87,3,2323,0.899,32.966,418.328,10,31,M,United states,,Bachelor level academic education,,"Somewhat familiar (some knowledge, e.g., from a course or self-study)",4. Neither agree nor disagree,5,5,2,4. Neither agree nor disagree,,,9368162595,,3,650b03136ab3d4c832d98b71,APPL1,2323
